,id,type,arguments,extra_language,is_hidden,is_show_count
165,361402,1305,0,歼灭场上所有敌人（红色方/不包含Boss），回合结束时结算任务达成状态,0,1
166,361403,1101,90618,,0,1
167,361404,1306,361402:1,消灭反叛军x1,0,1
168,361500,1309,"361501,90539",将抵御组件A移动到指挥部旁边的重型机场点上（回合结束时结算）,0,1
169,361501,1309,"361502,90549",将抵御组件B移动到指挥部旁边的普通机场点上,0,1
170,361502,1309,"361503,90535",将抵御组件C移动到指挥部旁边的关闭的重型机场点上,0,1
171,361600,1207,361607:2,炸毁大型水阀Ⅲ（回合结束时结算）,0,1
172,361601,1207,361605:2,炸毁大型水阀Ⅰ,0,1
173,361602,1207,361606:2,炸毁大型水阀Ⅱ,0,1
174,361603,1207,361608:2,炸毁大型水阀Ⅳ,0,1
175,361604,1101,90572,,0,1
176,361801,1306,"361807:1,361808:1,361809:1",配合铁血梯队消灭3台负罪者机甲,0,1
177,361901,1303,361902:1,,0,1
178,362001,1303,362001:1,,0,1
179,362101,1303,362101:1,,0,1
180,362200,1402,4,坚守至第4回合及以上,0,1
181,362201,1101,91010,,0,1
182,362210,1401,6,,0,1
183,362300,1303,362301:1,,0,1
184,362500,1207,362505:1,将EMP手雷移动到雷达点（回合结束时结算）,0,1
185,362600,1207,362606:1,将EMP手雷②移动到屏幕左侧雷达点（回合结束时结算）,0,1
186,362601,1207,362607:1,将EMP手雷①或EMP手雷②移动到屏幕右侧雷达点,0,1
187,362800,1303,362801:1,,0,1
188,363101,1401,3,,0,1
189,363600,1101,90742,,0,1
190,363601,1402,3,坚持至第3回合,0,1
191,363700,1402,3,坚持至第3回合,0,1
192,365001,1101,83898,回撤到列车炮附近点位（注意躲避强敌）,0,1
193,367001,1402,5,,0,1
194,367011,1101,84129|84131|84132,,0,1
195,370100,1402,3,坚守至第3回合及以上,0,1
196,370101,1103,3:3,,0,1
197,370200,1101,"70616,70619,70623,70630,70635,70636",占领所有雷达,0,1
198,370300,1404,3,,0,1
199,370400,1402,5,坚守至第5回合及以上,0,1
200,370401,1101,70820,,0,1
201,370600,1101,71009,,0,1
202,381600,1101,91675,陪卡诺逛逛书店//n<color=#FFFF00>·占领关闭机场（结束回合时结算达成情况）</color>,0,1
203,381700,1402,5,坚持到第5回合,0,1
204,381800,1305,0,,0,1
205,381900,1207,381901:2,追上卡诺尝试交谈//n<color=#FFFF00>·移动到右下侧的雷达点</color>,0,1
206,381901,1303,381901:1,,0,1
207,382000,1101,91780,破解海莉艾塔的逻辑迷宫//n<color=#FFFF00>·占领敌指挥部（结束回合时结算达成情况）</color>,0,1
208,420201,1406,420211:0,抵达控制室，骇入剧院安保系统,0,1
209,420301,1407,420316:1,读取6个记忆碎片,0,1
210,420501,1406,420211:0,抵达控制室，骇入剧院安保系统,0,1
211,420601,1407,420316:1,读取6个记忆碎片,0,1
212,420701,1101,72910,,0,1
213,420702,1101,72918,,0,1
214,420703,1101,72926,,0,1
215,449999,1407,6440064:1,丹德莱存活,1,1
216,490101,1407,9490104:2,清理所有 <杂物堆A> ，并堆放至下方补给点处。,0,1
217,490102,1101,94625,,0,1
218,490103,1407,9490104:2,清理所有 <杂物堆A> ，并堆放至下方补给点处。,0,1
219,490104,1407,9490105:3,清理所有 <杂物堆B> ，并堆放至下方补给点处。,0,1
220,490105,1401,4,,0,1
221,490106,1101,94648,,0,1
222,490107,1101,94642,,0,1
223,490201,1407,9490201:5,协助索米将CD送到所有人形手中。,0,1
224,490202,1101,94777,,0,1
225,490203,1101,94772,,0,1
226,490301,1101,94789,帮助CAWS摆脱众人的追捕，逃至雷达点处。//n·占领雷达点。,0,1
227,490302,1101,94811|94812,,0,1
228,490303,1101,94805|94813,,0,1
229,490401,1407,9490402:2,搜查樱花的移动路线。//n·踏访初始归属为第三方的两处关闭机场。,0,1
230,490402,1101,94833,移动到树下休息。,0,1
231,490403,1101,94845|94846,,0,1
232,490404,1101,94839|94840,,0,1
233,1027801,1101,94332,,0,1
234,1027901,1405,2,,0,1
235,1027902,1101,94341,,0,1
236,1028001,1404,1,,0,1
237,1028002,1101,94352,,0,1
238,1028101,1404,2,,0,1
239,1028102,1101,94357,,0,1
240,1028201,1404,2,,0,1
241,1028202,1101,94363,,0,1
242,1028301,1404,2,,0,1
243,1028302,1101,94371,,0,1
244,1028401,1404,2,,0,1
245,1028402,1101,94378,,0,1
246,1028501,1404,2,,0,1
247,1028502,1101,94384,,0,1
248,1028601,1404,2,,0,1
249,1028602,1101,94392,,0,1
250,1028701,1405,2,,0,1
251,1028702,1101,94399,,0,1
252,1028801,1404,1,,0,1
253,1028802,1101,94405,,0,1
254,1028901,1404,2,,0,1
255,1028902,1101,94412,,0,1
256,1029001,1404,2,,0,1
257,1029002,1101,94420,,0,1
258,1029101,1404,2,,0,1
259,1029102,1101,94428,,0,1
260,1029201,1303,321601:1,,0,1
261,1029202,1101,94434,,0,1
262,1038101,1102,7,,0,1
263,1038501,1101,60064,,0,1
264,1038601,1101,60068,,0,1
265,1038701,1101,60072,,0,1
266,1038801,1101,60076,,0,1
267,1050401,1101,64116,,0,1
268,1050501,1101,64119,占领左上方的标记点,0,1
269,1050601,1101,64122,占领右下方的标记点,0,1
270,1050701,1101,64124,,0,1
271,1051200,1305,0,【吹笛人】b.全歼所有敌人,0,1
272,1051210,1407,410302:1,【幽灵姐妹II】靠近接触地图边缘的铁血兵蚁,1,1
273,1051220,1402,5,【幽灵姐妹III】坚守至第5回合,0,1
274,1051230,1102,3,【幽灵姐妹IV】占领全部机场,0,1
275,1051240,1101,71417,【幽灵姐妹V】占领雷达,0,1
276,1051250,1101,71519,【吹笛人】a.探索电子空间，占领雷达,0,1
277,1051260,1404,2,【布谷钟】救援2个人质,0,1
278,1051270,1303,41030701:1,【防空井】a.击杀废弃侦察士,0,1
279,1051280,1101,71832,【布玩偶】占领目标路径点,0,1
280,1051290,1101,71908,【防空井】b.探索制药厂,0,1
281,1051291,1101,71933,【防空井】b.继续探索制药厂,0,1
282,1051410,1101,72122,【断惑无间II】尽量避开游荡的难民，抵达撤离点,0,1
283,1051420,1101,72235,【断惑无间III】尽量避开游荡的难民，抵达撤离点,0,1
284,1051430,1101,72308,【断惑无间IV】尽量避开游荡的难民，抵达撤离点,0,1
285,1051431,1305,0,【断惑无间IV】全歼所有敌人,0,1
286,1051500,1305,0,全歼敌人//n<color=#FFFF00>·完成后解锁剧情【帷幕将升 I】【离席之时 II】【离席之时 III】</color>,0,1
287,1051501,1101,92197,占领左下方的雷达点//n<color=#FFFF00>完成后解锁剧情【帷幕将升 II】【离席之时 IV】【枯草热 I】</color>,0,1
288,1051502,1101,91885,探索其他站点（结束回合时结算）//n<color=#FFFF00>·Step 1</color>,0,1
289,1051503,1101,91889,探索其他站点（结束回合时结算）//n<color=#FFFF00>·Step 2</color>,0,1
290,1051504,1101,91914,占领雷达点（结束回合时结算）//n<color=#FFFF00>·Final Step</color>,0,1
291,1051600,1101,"91932,91939,91942,91943",【枯草热 II】四处探索，寻找有用信息（结束回合时结算）//n<color=#FFFF00>·踏足4个初始为敌方占领的路径点</color>//n<color=#FFFF>·提示：梯队经过路径点即可，无需梯队待机</color>,0,1
292,1051601,1101,91984,探索其他区域（结束回合时结算）//n<color=#FF4646>·当前战役无法完成，请先完成第一个任务目标</color>,1,1
293,1051602,1101,91929,【枯草热 IV】探索其他区域（结束回合时结算）//n<color=#FFFF00>·Step 1</color>//n<color=#FFFF48>·注意，本次战役仅能使用融合势力梯队进行战斗。</color>,0,1
294,1051603,1101,91958,【枯草热 IV】占领敌方指挥部//n<color=#FFFF00>·Final Step</color>,0,1
295,1051604,1207,9410201:2,【枯草热 V】在众多破旧控制台中找寻可以访问的终端（结束回合时结算）//n<color=#FFFF00>·Step 1</color>//n<color=#FFFF00>·仅有1处的设备可以访问</color>,0,1
296,1051605,1101,91974,【枯草热 V】安全撤退（结束回合时结算）//n<color=#FFFF00>·Step 2</color>//n<color=#FFFF00>·往右下方前进</color>,0,1
297,1051606,1208,9410202:2,【枯草热 V】a.通过刚刚寻找到的控制台终端发送指令，启动备用线路开启防御门（结束回合时结算）//n<color=#FFFF00>·Final Step</color>,0,1
298,1051607,1303,9410211:1,【枯草热 V】b.击败计量官//n<color=#FFFF00>·Final Step</color>//n<color=#FFFF00>·什么！？你已经把她干了？那直接结束回合多等一会吧……</color>,0,1
299,1051608,1402,5,【枯草热 V】坚持到第5回合（结束回合时结算）//n<color=#FFFF00>·Step 3</color>,0,1
300,1051609,1305,0,【枯草热 III】全歼敌人,0,1
301,1051610,1101,92132,【道化师】游击并搜索白色势力的信息//n<color=#FFFF00>·占领指定普通路径点</color>,0,1
302,1051611,1101,92154,【花映冢】压制白色势力指挥部//n<color=#FFFF00>·占领敌方指挥部</color>,0,1
303,1051612,1404,1,【霜狼会】收集M16A1资料//n<color=#FFFF00>·在控制台位置可以连接铁血数据库下载资料</color>,0,1
304,1051613,1101,92274,【灯华潜】寻找建筑师的下落//n<color=#FFFF00>·在控制台位置可以连接铁血数据库下载资料</color>//n<color=#FFFF00>·需要占领建筑师所在位置的路径点</color>,0,1
305,1051614,1101,92288,占领指定地点//n<color=#FFFF00>·完成后解锁剧情【枯草热 VI】【幽灵姐妹 I】【花粉症·始】</color>//n<color=#FFFF48>·注意，本次战役仅能使用融合势力梯队进行战斗。</color>,0,1
306,1051700,1101,91996,【幽灵姐妹 II】寻找求救信号源（结束回合时结算）//n<color=#FFFF00>·Step 1</color>,0,1
307,1051701,1305,0,【幽灵姐妹 II】全歼敌人//n<color=#FFFF00>·Final Step</color>,0,1
308,1051702,1101,92022,【幽灵姐妹 III】a.向上方寻找突破口（结束回合时结算）//n<color=#FFFF00>·Step 1</color>,0,1
309,1051703,1101,92029,【幽灵姐妹 III】b.向下方寻找突破口（结束回合时结算）//n<color=#FFFF00>·Step 1</color>,0,1
310,1051704,1101,92030,【幽灵姐妹 III】向下方转移（占领雷达点）//n<color=#FFFF00>·Final Step</color>,0,1
311,1051705,1404,1,【幽灵姐妹 IV】救援G11和安娜//n<color=#FFFF00>·控制台可发送指令开启防御门</color>,0,1
312,1051706,1303,9410316:1,击败梦想家,0,1
313,1051707,1303,9410317:1,击败破坏者,0,1
314,1051708,1101,92244,【吹笛人】寻找控制室,0,1
315,1051709,1101,92221,【布谷钟】解锁右侧区域的防御门寻找线索//n<color=#FFFF00>·需要占领防御门所在点</color>//n<color=#FFFF00>·持有3张通行证的梯队可以在防御门旁边发送指令开启防御门</color>,0,1
316,1051710,1101,92337,【防空井】上方似乎传来了一些异响……//n<color=#FFFF00>·探索上方（结束回合时结算）</color>,0,1
317,1051711,1101,92297,【布玩偶】于G11处对安娜进行心智检查//n<color=#FFFF00>·移动到NPC旁边即可进行连接</color>,0,1
318,1051712,1306,9410323:1,【布谷钟】击杀暴君,0,1
319,1051713,1305,0,【防空井】歼灭普通感染者,0,1
320,1051800,1101,92678,【食蛇行动 II】到达控制台，解锁防御门（占领控制台所在点）//n<color=#FFFF00>·Step 1 | 呼出电子界面进行破解（结束回合时结算）</color>,0,1
321,1051801,1101,92681,【食蛇行动 II】通过变更雷达点附近线路联通集结点（结束回合时结算）//n<color=#FFFF00>·Step 2 | 占领集结点</color>,0,1
322,1051802,1101,92680,【食蛇行动 II】移动到基地内部（结束回合时结算）//n<color=#FFFF00>·Final Step | 占领敌指挥部</color>,0,1
323,1051803,1101,92708,【食蛇行动 III】探索基地内部//n<color=#FFFF00>·Step 1 | 占领指定路径点</color>,0,1
324,1051804,1101,92718,【食蛇行动 III】继续前进//n<color=#FFFF00>·Final Step | 占领敌方指挥部</color>,0,1
325,1051805,1101,92791,【食蛇行动 IV】占领指挥部//n<color=#FFFF00>·通过控制台呼出电子界面破解防御门</color>,0,1
326,1051806,1101,92797,【食蛇行动 V】【断惑无间 I】【三角攻势·始】查看模拟记录1//n<color=#FFFF00>·Step 1 | 占领指定路径点</color>,0,1
327,1051807,1101,92804,【食蛇行动 V】【断惑无间 I】【三角攻势·始】查看模拟记录2//n<color=#FFFF00>·Step 2 | 占领指定路径点</color>,0,1
328,1051808,1101,92810,【食蛇行动 V】【断惑无间 I】【三角攻势·始】查看模拟记录3//n<color=#FFFF00>·Step 3 | 占领指定路径点</color>,0,1
329,1051809,1101,92817,【食蛇行动 V】【断惑无间 I】【三角攻势·始】结束查看//n<color=#FFFF00>·Final Step | 占领指挥部</color>,0,1
330,1051810,1404,1,【蜘蛛巢】救援VHS,0,1
331,1051811,1303,411401:1,【纸牌塔】追击衔尾蛇,0,1
332,1051812,1407,9411871:1,【斗兽棋】搜集更多关于衔尾蛇的资料//n<color=#FFFF00>·意外发现的小房间或许会有线索</color>//n<color=#FFFF00>·携带资料的梯队在指挥部待机即可交付任务（需待机2回合）</color>,1,1
333,1051813,1101,92819,【煽动者】安全撤离//n<color=#FFFF00>·按先前进入基地的路线原路返回即可</color>,0,1
334,1052000,1101,92405,初始探索//n<color=#FFFF00>·建议初次进入挑战关时移动到指定点查阅相关提示</color>//n<color=#FFFF00>·占领指定目标点即可获得胜利</color>,0,1
335,1060800,1101,93022,往右下方向探索。//n<color=#FFFF00>·占领标亮点</color>,0,1
336,1060801,1101,93028,逃往下方的哈德森难民营。//n<color=#FFFF00>·占领防御门所在点</color>,0,1
337,1060802,1101,93069,逃离哈德森难民营。//n<color=#FFFF00>·占领右侧指挥部</color>,0,1
338,1060803,1306,43130001:1,击败<color=#FFB400>AK47小队</color>。,0,1
339,1060804,1309,"43130001,93025",勾引<color=#FFB400>AK47小队</color>往哈德森难民营方向移动。//n<color=#FFFF00>·防御门前一格位置</color>,0,1
340,1060805,1306,43130001:1,击败<color=#FFB400>AK47小队</color>。//n·可以通过哈德森难民营内的莱克斯帮消耗<color=#FFB400>AK47小队</color>的战力,0,1
341,1060810,1101,93049,,1,1
342,1060900,1101,93115,往右上方向探索。//n<color=#FFFF00>·占领标亮点</color>,0,1
343,1060901,1309,"43140001,93084",操控<color=#FFB400>M870小队</color>往右侧探索。//n<color=#FFFF00>·占领右侧上方标亮点（梯队撤离则无法完成）</color>,0,1
344,1060902,1309,"43140002,93088",操控<color=#FFB400>春田小队</color>往右上侧探索。//n<color=#FFFF00>·占领右侧下方标亮点（梯队撤离则无法完成）</color>,0,1
345,1060903,1207,"43140001:2,43140002:2,43140003:2",搜索我方梯队所在区域内的资源。//n<color=#FFFF00>·拾取3个道具</color>,0,1
346,1060904,1309,"43140001,93088",<color=#FFB400>M870小队</color>击败<color=#FFB400>春田小队</color>。//n<color=#FFFF00>·2回合后自动达成</color>,0,1
347,1060905,1207,43140004:2,操控<color=#FFB400>ART556小队</color>往右上侧探索，寻找升级面具所需的工作台。//n<color=#FFFF00>·操作工作台升级面具（梯队撤离则无法完成）</color>,0,1
348,1060906,1303,43140009:1,,1,1
349,1060907,1404,1,,1,1
350,1060908,1101,93315,往右上方向探索。//n<color=#FFFF00>·占领标亮点</color>,0,1
351,1060909,1309,"43140004,93088",操控<color=#FFB400>春田小队</color>往右上侧探索。//n<color=#FFFF00>·占领右侧下方标亮点（梯队撤离则无法完成）</color>,0,1
352,1060910,1101,93079,,1,1
353,1061000,1101,93128,进入房区搜索资源。//n<color=#FFFF00>·我方梯队到达标亮点处时将自动传送至房区内并占领标亮点。</color>,0,1
354,1061001,1101,93211,深入房区搜索更多区域。//n<color=#FFFF00>·占领房区左上方标亮点</color>,0,1
355,1061002,1101,93131,搜索完毕后离开房区。//n<color=#FFFF00>·占领房区外标亮的雷达点</color>,0,1
356,1061100,1101,93229,往右上方向探索。//n<color=#FFFF00>·占领标亮点</color>,0,1
357,1061101,1309,"43160002,93241",操控<color=#FFB400>Vector小队</color>往右侧突进。//n<color=#FFFF00>·占领右侧上方标亮点</color>,0,1
358,1061102,1101,93240,我方梯队往右侧突进。//n<color=#FFFF00>·占领右侧下方标亮点</color>,0,1
359,1061103,1309,"43160002,93240",操控<color=#FFB400>Vector小队</color>往右侧突进。//n<color=#FFFF00>·占领右侧下方标亮点</color>,0,1
360,1061104,1101,93241,我方梯队往右侧突进。//n<color=#FFFF00>·占领右侧上方标亮点</color>,0,1
361,1061200,1303,43170001:1,,0,1
362,1061201,1303,43170002:1,,0,1
363,1061202,1101,93293,占领敌人<color=#FFB400>獠牙_HK416</color>所在点。//n<color=#FFFF00>·回合结束时结算达成情况。</color>,0,1
364,1063301,1101,73016,,0,1
365,1063401,1407,440302:1,接近玛赫莲,1,1
366,1063402,1404,1,绑架玛赫莲，将她带回机场,0,1
367,1063501,1309,"440001,73126",引导丹德莱移动至脱出点,0,1
368,1063601,1407,440511:16,将所有印记翻至G面(每次操作可以将自身周围的4个印记翻面，不会翻转自身所在点上的印记),1,1
369,1063701,1407,440611:1,搜索东南方疑似酒吧的地方(雷达点),1,1
370,1063702,1407,440612:1,搜索东北方疑似酒吧的地方(雷达点),1,1
371,1063703,1407,440613:1,搜索西北方疑似酒吧的地方(雷达点),1,1
372,1063704,1407,440614:1,未知胜利目标,1,1
373,1063901,1406,440800:0,读取4个记忆碎片,1,1
374,1064001,1407,440900:1,探索玛赫莲的虚识图景，进入更深层的位置，读取最后的记忆碎片,1,1
375,1064101,1101,62561|62562,占领任意一个雷达点,0,1
376,1064201,1407,6440003:1,寻找并拆除伊阿索之匣,0,1
377,1064301,1405,4,坚守补给线4回合//n（当心被切断补给线）,0,1
378,1064401,1407,6440003:1,尽可能多的关闭伊阿索之匣,0,1
379,1064402,1305,0,,0,1
380,1064403,1407,6440063:2,保护至少2名狱警存活,0,1
381,1064501,1309,"6440005,63041",让玛赫莲移动到指定点,0,1
382,1064502,1101,63070,,0,1
383,1064601,1407,6440066:3,破解三个控制台,0,1
384,1064602,1101,63233,,0,1
385,1064701,1102,1,,0,1
386,1064801,1303,6440801:1,,0,1
387,1064802,1407,6440095:1,阻止伊阿索之匣爆炸,0,1
388,1064803,1402,6,,0,1
389,1065101,1309,"440001,73148",引导丹德莱移动至脱出点,0,1
390,1065201,1407,440511:36,将所有印记翻至G面(每次操作可以将自身周围的4个印记翻面，不会翻转自身所在点上的印记),1,1
391,1065701,1407,6440003:1,分别操作两个控制台,0,1
392,1065702,1101,62526|62527,从任意橙色光柱位置逃离//n（占领橙色任意光柱位置）,0,1
393,1065703,1102,3,,1,1
394,1065801,1407,6440003:1,寻找并拆除伊阿索之匣,0,1
395,1065901,1405,6,坚守补给线6回合//n（当心被切断补给线）,0,1
396,1065902,1406,6440052:0,清除隔离墙内敌人//n(此框如果显示<color=#FF0818>·X</color>表示墙内还存在敌人）,1,1
397,1065903,1303,6441301:1,,1,1
398,1066001,1407,6440003:1,尽可能多的关闭伊阿索之匣,0,1
399,1066002,1305,0,,0,1
400,1066003,1407,6440063:3,保护至少3名狱警存活,0,1
401,1066101,1309,"6440005,62986",让玛赫莲移动到指定点//n（玛赫莲不能死）,0,1
402,1066102,1101,63061,,0,1
403,1066201,1407,6440066:4,破解四个控制台,0,1
404,1066202,1102,1,,0,1
405,1066301,1102,1,,0,1
406,1066401,1303,6441801:1,,0,1
407,1066402,1407,6440095:3,阻止所有的伊阿索之匣爆炸,0,1
408,1066403,1402,7,,0,1
409,1066404,2302,10,,0,1
410,1066500,1101,93323,,0,1
411,1066501,1101,93323,,1,1
412,1066502,1303,44340002:1,,1,1
413,1066600,1101,93342,,0,1
414,1066700,1101,93555,在审讯室附近找寻线索。//n·占领指定雷达点,0,1
415,1066701,1101,93393,在审讯室附近找寻线索。//n·占领指定雷达点,0,1
416,1066702,1101,93383,,1,1
417,1066703,1101,93393,,1,1
418,1066704,1101,93395,,1,1
419,1066800,1101,93397,逃离公寓。//n·占领左侧雷达点。,0,1
420,1066801,1101,93422,逃离公寓。//n·占领右侧雷达点。,0,1
421,1066900,1404,1,救援安洁。//n·可从四周巡逻的敌人身上获取防御门权限。,0,1
422,1067000,1101,93454,追击涅托。（占领指定路径点）//n·战役开始后在人群中找寻踪迹，下回合涅托将出现。,0,1
423,1067001,1306,44390003:1,击败涅托。,0,1
424,1067100,1406,44400005:0,探索房间，找寻线索。//n·从资料库中获取资料。,0,1
425,1067101,1101,93505,结束回合即可结算战役。,0,1
426,1067102,1101,93519,结束回合即可结算战役。,0,1
427,1067200,1309,"44410003,93545",安洁逃离到左侧目标点（机场）位置。//n·安洁死亡或无法移动时判定失败。,0,1
428,1068500,1407,44540003:1,寻找爆破材料，引爆仓库。//n·搜寻并拾取弃置歌利亚，放置于控制台处，下回合后引爆。,1,1
429,1076501,1101,63540|63549|63539|63543|63547|63545,占领任意光圈位置的点,0,1
430,1076801,1309,"6460001,63943",让邪神酱到达指定光柱位置,0,1
431,1076901,1407,6460009:1,至少吃到1份刨冰（共3份）,0,1
432,1076902,1101,63984,占领指定点（逃离这片区域）,0,1
433,1077001,1407,6460010:3,查阅场上的所有帐篷,0,1
434,1077201,1407,460503:1,探索公园，寻找衔尾蛇//n<color=#FFB400>注：衔尾蛇可能出现在雷达附近</color>,1,1
435,1077202,1303,460507:1,,0,1
436,1077203,1407,460505:1,,0,1
437,1077301,1309,"6460001,63959",让邪神酱到达指定光柱位置,0,1
