,id,fetter_id,type,value,point,name,description
97,220,2,upgrade_lv,g:39;70,15,人形提升,将{0}提升至Lv.{1}。
98,221,2,upgrade_lv,g:36;90,20,人形提升,将{0}提升至Lv.{1}。
99,222,2,upgrade_lv,g:50;90,20,人形提升,将{0}提升至Lv.{1}。
100,223,2,upgrade_lv,g:48;90,20,人形提升,将{0}提升至Lv.{1}。
101,224,2,upgrade_lv,g:46;90,20,人形提升,将{0}提升至Lv.{1}。
102,225,2,upgrade_lv,g:39;90,20,人形提升,将{0}提升至Lv.{1}。
103,226,2,upgrade_lv,g:36;100,15,人形提升,将{0}提升至Lv.{1}。
104,227,2,upgrade_lv,g:50;100,15,人形提升,将{0}提升至Lv.{1}。
105,228,2,upgrade_lv,g:48;100,15,人形提升,将{0}提升至Lv.{1}。
106,229,2,upgrade_lv,g:46;100,15,人形提升,将{0}提升至Lv.{1}。
107,230,2,upgrade_lv,g:39;100,15,人形提升,将{0}提升至Lv.{1}。
108,231,2,upgrade_love,g:36;100,15,人形好感度提升,将{0}好感度提升至{1}。
109,232,2,upgrade_love,g:50;100,15,人形好感度提升,将{0}好感度提升至{1}。
110,233,2,upgrade_love,g:48;100,15,人形好感度提升,将{0}好感度提升至{1}。
111,234,2,upgrade_love,g:46;100,15,人形好感度提升,将{0}好感度提升至{1}。
112,235,2,upgrade_love,g:39;100,15,人形好感度提升,将{0}好感度提升至{1}。
113,236,2,upgrade_love,g:36;150,10,人形好感度提升,将{0}好感度提升至{1}。
114,237,2,upgrade_love,g:50;150,10,人形好感度提升,将{0}好感度提升至{1}。
115,238,2,upgrade_love,g:48;150,10,人形好感度提升,将{0}好感度提升至{1}。
116,239,2,upgrade_love,g:46;150,10,人形好感度提升,将{0}好感度提升至{1}。
117,240,2,upgrade_love,g:39;150,10,人形好感度提升,将{0}好感度提升至{1}。
118,241,2,marry,g:36,15,人形誓约,誓约{0}。
119,242,2,marry,g:50,15,人形誓约,誓约{0}。
120,243,2,marry,g:48,15,人形誓约,誓约{0}。
121,244,2,marry,g:46,15,人形誓约,誓约{0}。
122,245,2,marry,g:39,15,人形誓约,誓约{0}。
123,246,2,collect_skin,g:5,30,皮肤收集,获得皮肤{0}
124,247,2,collect_skin,g:302,30,皮肤收集,获得皮肤{0}
125,248,2,collect_skin,g:802,30,皮肤收集,获得皮肤{0}
126,249,2,collect_skin,g:1107,30,皮肤收集,获得皮肤{0}
127,250,2,collect_skin,g:10,30,皮肤收集,获得皮肤{0}
128,251,2,collect_skin,g:604,30,皮肤收集,获得皮肤{0}
129,252,2,collect_skin,g:901,30,皮肤收集,获得皮肤{0}
130,253,2,collect_skin,g:306,30,皮肤收集,获得皮肤{0}
131,254,2,collect_skin,g:804,30,皮肤收集,获得皮肤{0}
132,255,2,collect_skin,g:1108,30,皮肤收集,获得皮肤{0}
133,256,2,collect_skin,g:6,30,皮肤收集,获得皮肤{0}
134,257,2,collect_skin,g:4301,30,皮肤收集,获得皮肤{0}
135,258,2,collect_skin,g:803,30,皮肤收集,获得皮肤{0}
136,259,2,win,"g:36,50;1",5,人形实战,使用{0}参与{1}场战斗。
137,260,2,win,"g:50,48;1",5,人形实战,使用{0}参与{1}场战斗。
138,261,2,win,"g:48,46;1",5,人形实战,使用{0}参与{1}场战斗。
139,262,2,win,"g:46,39;1",5,人形实战,使用{0}参与{1}场战斗。
140,263,2,win,"g:36,39;1",5,人形实战,使用{0}参与{1}场战斗。
141,264,2,win,"g:36,48;1",5,人形实战,使用{0}参与{1}场战斗。
142,265,2,win,"g:50,46;1",5,人形实战,使用{0}参与{1}场战斗。
143,266,2,win,"g:48,39;1",5,人形实战,使用{0}参与{1}场战斗。
144,267,2,win,"g:36,46;1",5,人形实战,使用{0}参与{1}场战斗。
145,268,2,win,"g:50,39;1",5,人形实战,使用{0}参与{1}场战斗。
146,269,2,win,"g:36,50;5",5,人形实战,使用{0}参与{1}场战斗。
147,270,2,win,"g:50,48;5",5,人形实战,使用{0}参与{1}场战斗。
148,271,2,win,"g:48,46;5",5,人形实战,使用{0}参与{1}场战斗。
149,272,2,win,"g:46,39;5",5,人形实战,使用{0}参与{1}场战斗。
150,273,2,win,"g:36,39;5",5,人形实战,使用{0}参与{1}场战斗。
151,274,2,win,"g:36,48;5",5,人形实战,使用{0}参与{1}场战斗。
152,275,2,win,"g:50,46;5",5,人形实战,使用{0}参与{1}场战斗。
153,276,2,win,"g:48,39;5",5,人形实战,使用{0}参与{1}场战斗。
154,277,2,win,"g:36,46;5",5,人形实战,使用{0}参与{1}场战斗。
155,278,2,win,"g:50,39;5",5,人形实战,使用{0}参与{1}场战斗。
156,279,2,win,"g:36,50;10",10,人形实战,使用{0}参与{1}场战斗。
157,280,2,win,"g:50,48;10",10,人形实战,使用{0}参与{1}场战斗。
158,281,2,win,"g:48,46;10",10,人形实战,使用{0}参与{1}场战斗。
159,282,2,win,"g:46,39;10",10,人形实战,使用{0}参与{1}场战斗。
160,283,2,win,"g:36,39;10",10,人形实战,使用{0}参与{1}场战斗。
161,284,2,win,"g:36,48;10",10,人形实战,使用{0}参与{1}场战斗。
162,285,2,win,"g:50,46;10",10,人形实战,使用{0}参与{1}场战斗。
163,286,2,win,"g:48,39;10",10,人形实战,使用{0}参与{1}场战斗。
164,287,2,win,"g:36,46;10",10,人形实战,使用{0}参与{1}场战斗。
165,288,2,win,"g:50,39;10",10,人形实战,使用{0}参与{1}场战斗。
166,301,3,collect,g:96,10,人形收集,收集{0}。
167,302,3,collect,g:180,10,人形收集,收集{0}。
168,303,3,collect,g:297,10,人形收集,收集{0}。
169,304,3,collect,g:306,10,人形收集,收集{0}。
170,305,3,collect,g:155,10,人形收集,收集{0}。
171,306,3,upgrade_lv,g:96;10,10,人形提升,将{0}提升至Lv.{1}。
172,307,3,upgrade_lv,g:180;10,10,人形提升,将{0}提升至Lv.{1}。
173,308,3,upgrade_lv,g:297;10,10,人形提升,将{0}提升至Lv.{1}。
174,309,3,upgrade_lv,g:306;10,10,人形提升,将{0}提升至Lv.{1}。
175,310,3,upgrade_lv,g:155;10,10,人形提升,将{0}提升至Lv.{1}。
176,311,3,upgrade_lv,g:96;30,15,人形提升,将{0}提升至Lv.{1}。
177,312,3,upgrade_lv,g:180;30,15,人形提升,将{0}提升至Lv.{1}。
178,313,3,upgrade_lv,g:297;30,15,人形提升,将{0}提升至Lv.{1}。
179,314,3,upgrade_lv,g:306;30,15,人形提升,将{0}提升至Lv.{1}。
180,315,3,upgrade_lv,g:155;30,15,人形提升,将{0}提升至Lv.{1}。
181,316,3,upgrade_lv,g:96;70,15,人形提升,将{0}提升至Lv.{1}。
182,317,3,upgrade_lv,g:180;70,15,人形提升,将{0}提升至Lv.{1}。
183,318,3,upgrade_lv,g:297;70,15,人形提升,将{0}提升至Lv.{1}。
184,319,3,upgrade_lv,g:306;70,15,人形提升,将{0}提升至Lv.{1}。
185,320,3,upgrade_lv,g:155;70,15,人形提升,将{0}提升至Lv.{1}。
186,321,3,upgrade_lv,g:96;90,20,人形提升,将{0}提升至Lv.{1}。
187,322,3,upgrade_lv,g:180;90,20,人形提升,将{0}提升至Lv.{1}。
188,323,3,upgrade_lv,g:297;90,20,人形提升,将{0}提升至Lv.{1}。
189,324,3,upgrade_lv,g:306;90,20,人形提升,将{0}提升至Lv.{1}。
190,325,3,upgrade_lv,g:155;90,20,人形提升,将{0}提升至Lv.{1}。
191,326,3,upgrade_lv,g:96;100,15,人形提升,将{0}提升至Lv.{1}。
192,327,3,upgrade_lv,g:180;100,15,人形提升,将{0}提升至Lv.{1}。
193,328,3,upgrade_lv,g:297;100,15,人形提升,将{0}提升至Lv.{1}。
194,329,3,upgrade_lv,g:306;100,15,人形提升,将{0}提升至Lv.{1}。
195,330,3,upgrade_lv,g:155;100,15,人形提升,将{0}提升至Lv.{1}。
196,331,3,upgrade_love,g:96;100,15,人形好感度提升,将{0}好感度提升至{1}。
197,332,3,upgrade_love,g:180;100,15,人形好感度提升,将{0}好感度提升至{1}。
198,333,3,upgrade_love,g:297;100,15,人形好感度提升,将{0}好感度提升至{1}。
199,334,3,upgrade_love,g:306;100,15,人形好感度提升,将{0}好感度提升至{1}。
200,335,3,upgrade_love,g:155;100,15,人形好感度提升,将{0}好感度提升至{1}。
201,336,3,upgrade_love,g:96;150,10,人形好感度提升,将{0}好感度提升至{1}。
202,337,3,upgrade_love,g:180;150,10,人形好感度提升,将{0}好感度提升至{1}。
203,338,3,upgrade_love,g:297;150,10,人形好感度提升,将{0}好感度提升至{1}。
204,339,3,upgrade_love,g:306;150,10,人形好感度提升,将{0}好感度提升至{1}。
205,340,3,upgrade_love,g:155;150,10,人形好感度提升,将{0}好感度提升至{1}。
206,341,3,marry,g:96,15,人形誓约,誓约{0}。
207,342,3,marry,g:180,15,人形誓约,誓约{0}。
208,343,3,marry,g:297,15,人形誓约,誓约{0}。
209,344,3,marry,g:306,15,人形誓约,誓约{0}。
210,345,3,marry,g:155,15,人形誓约,誓约{0}。
211,346,3,collect_skin,g:105,30,皮肤收集,获得皮肤{0}
212,347,3,collect_skin,g:903,30,皮肤收集,获得皮肤{0}
213,348,3,collect_skin,g:2102,30,皮肤收集,获得皮肤{0}
214,349,3,collect_skin,g:4303,30,皮肤收集,获得皮肤{0}
215,350,3,collect_skin,g:1506,30,皮肤收集,获得皮肤{0}
216,351,3,collect_skin,g:4601,30,皮肤收集,获得皮肤{0}
217,352,3,collect_skin,g:1806,30,皮肤收集,获得皮肤{0}
218,353,3,collect_skin,g:3706,30,皮肤收集,获得皮肤{0}
219,354,3,win,"g:96,180;1",5,人形实战,使用{0}参与{1}场战斗。
220,355,3,win,"g:180,297;1",5,人形实战,使用{0}参与{1}场战斗。
221,356,3,win,"g:297,306;1",5,人形实战,使用{0}参与{1}场战斗。
222,357,3,win,"g:306,155;1",5,人形实战,使用{0}参与{1}场战斗。
223,358,3,win,"g:96,155;1",5,人形实战,使用{0}参与{1}场战斗。
224,359,3,win,"g:96,297;1",5,人形实战,使用{0}参与{1}场战斗。
225,360,3,win,"g:180,306;1",5,人形实战,使用{0}参与{1}场战斗。
226,361,3,win,"g:297,155;1",5,人形实战,使用{0}参与{1}场战斗。
227,362,3,win,"g:96,306;1",5,人形实战,使用{0}参与{1}场战斗。
228,363,3,win,"g:180,155;1",5,人形实战,使用{0}参与{1}场战斗。
229,364,3,win,"g:96,180;5",5,人形实战,使用{0}参与{1}场战斗。
230,365,3,win,"g:180,297;5",5,人形实战,使用{0}参与{1}场战斗。
231,366,3,win,"g:297,306;5",5,人形实战,使用{0}参与{1}场战斗。
232,367,3,win,"g:306,155;5",5,人形实战,使用{0}参与{1}场战斗。
233,368,3,win,"g:96,155;5",5,人形实战,使用{0}参与{1}场战斗。
234,369,3,win,"g:96,297;5",5,人形实战,使用{0}参与{1}场战斗。
235,370,3,win,"g:180,306;5",5,人形实战,使用{0}参与{1}场战斗。
236,371,3,win,"g:297,155;5",5,人形实战,使用{0}参与{1}场战斗。
237,372,3,win,"g:96,306;5",5,人形实战,使用{0}参与{1}场战斗。
238,373,3,win,"g:180,155;5",5,人形实战,使用{0}参与{1}场战斗。
239,374,3,win,"g:96,180;10",10,人形实战,使用{0}参与{1}场战斗。
240,375,3,win,"g:180,297;10",10,人形实战,使用{0}参与{1}场战斗。
241,376,3,win,"g:297,306;10",10,人形实战,使用{0}参与{1}场战斗。
242,377,3,win,"g:306,155;10",10,人形实战,使用{0}参与{1}场战斗。
243,378,3,win,"g:96,155;10",10,人形实战,使用{0}参与{1}场战斗。
244,379,3,win,"g:96,297;10",10,人形实战,使用{0}参与{1}场战斗。
245,380,3,win,"g:180,306;10",10,人形实战,使用{0}参与{1}场战斗。
246,381,3,win,"g:297,155;10",10,人形实战,使用{0}参与{1}场战斗。
247,382,3,win,"g:96,306;10",10,人形实战,使用{0}参与{1}场战斗。
248,383,3,win,"g:180,155;10",10,人形实战,使用{0}参与{1}场战斗。
249,401,4,collect,g:64,10,人形收集,收集{0}。
250,402,4,collect,g:36,10,人形收集,收集{0}。
251,403,4,collect,g:104,10,人形收集,收集{0}。
252,404,4,collect,g:216,10,人形收集,收集{0}。
253,405,4,upgrade_lv,g:64;10,10,人形提升,将{0}提升至Lv.{1}。
254,406,4,upgrade_lv,g:36;10,10,人形提升,将{0}提升至Lv.{1}。
255,407,4,upgrade_lv,g:104;10,10,人形提升,将{0}提升至Lv.{1}。
256,408,4,upgrade_lv,g:216;10,10,人形提升,将{0}提升至Lv.{1}。
257,409,4,upgrade_lv,g:64;30,15,人形提升,将{0}提升至Lv.{1}。
258,410,4,upgrade_lv,g:36;30,15,人形提升,将{0}提升至Lv.{1}。
259,411,4,upgrade_lv,g:104;30,15,人形提升,将{0}提升至Lv.{1}。
260,412,4,upgrade_lv,g:216;30,15,人形提升,将{0}提升至Lv.{1}。
261,413,4,upgrade_lv,g:64;70,15,人形提升,将{0}提升至Lv.{1}。
262,414,4,upgrade_lv,g:36;70,15,人形提升,将{0}提升至Lv.{1}。
263,415,4,upgrade_lv,g:104;70,15,人形提升,将{0}提升至Lv.{1}。
264,416,4,upgrade_lv,g:216;70,15,人形提升,将{0}提升至Lv.{1}。
265,417,4,upgrade_lv,g:64;90,20,人形提升,将{0}提升至Lv.{1}。
266,418,4,upgrade_lv,g:36;90,20,人形提升,将{0}提升至Lv.{1}。
267,419,4,upgrade_lv,g:104;90,20,人形提升,将{0}提升至Lv.{1}。
268,420,4,upgrade_lv,g:216;90,20,人形提升,将{0}提升至Lv.{1}。
269,421,4,upgrade_lv,g:64;100,15,人形提升,将{0}提升至Lv.{1}。
270,422,4,upgrade_lv,g:36;100,15,人形提升,将{0}提升至Lv.{1}。
271,423,4,upgrade_lv,g:104;100,15,人形提升,将{0}提升至Lv.{1}。
272,424,4,upgrade_lv,g:216;100,15,人形提升,将{0}提升至Lv.{1}。
273,425,4,upgrade_love,g:64;100,15,人形好感度提升,将{0}好感度提升至{1}。
274,426,4,upgrade_love,g:36;100,15,人形好感度提升,将{0}好感度提升至{1}。
275,427,4,upgrade_love,g:104;100,15,人形好感度提升,将{0}好感度提升至{1}。
276,428,4,upgrade_love,g:216;100,15,人形好感度提升,将{0}好感度提升至{1}。
277,429,4,upgrade_love,g:64;150,10,人形好感度提升,将{0}好感度提升至{1}。
278,430,4,upgrade_love,g:36;150,10,人形好感度提升,将{0}好感度提升至{1}。
279,431,4,upgrade_love,g:104;150,10,人形好感度提升,将{0}好感度提升至{1}。
280,432,4,upgrade_love,g:216;150,10,人形好感度提升,将{0}好感度提升至{1}。
281,433,4,marry,g:64,15,人形誓约,誓约{0}。
282,434,4,marry,g:36,15,人形誓约,誓约{0}。
283,435,4,marry,g:104,15,人形誓约,誓约{0}。
284,436,4,marry,g:216,15,人形誓约,誓约{0}。
285,437,4,win,"g:64,36;1",5,人形实战,使用{0}参与{1}场战斗。
286,438,4,win,"g:36,104;1",5,人形实战,使用{0}参与{1}场战斗。
287,439,4,win,"g:104,216;1",5,人形实战,使用{0}参与{1}场战斗。
288,440,4,win,"g:64,104;1",5,人形实战,使用{0}参与{1}场战斗。
289,441,4,win,"g:36,216;1",5,人形实战,使用{0}参与{1}场战斗。
290,442,4,win,"g:64,216;1",5,人形实战,使用{0}参与{1}场战斗。
291,443,4,win,"g:64,36;5",5,人形实战,使用{0}参与{1}场战斗。
292,444,4,win,"g:36,104;5",5,人形实战,使用{0}参与{1}场战斗。
293,445,4,win,"g:104,216;5",5,人形实战,使用{0}参与{1}场战斗。
294,446,4,win,"g:64,104;5",5,人形实战,使用{0}参与{1}场战斗。
295,447,4,win,"g:36,216;5",5,人形实战,使用{0}参与{1}场战斗。
296,448,4,win,"g:64,216;5",5,人形实战,使用{0}参与{1}场战斗。
297,449,4,win,"g:64,36;10",10,人形实战,使用{0}参与{1}场战斗。
298,450,4,win,"g:36,104;10",10,人形实战,使用{0}参与{1}场战斗。
299,451,4,win,"g:104,216;10",10,人形实战,使用{0}参与{1}场战斗。
300,452,4,win,"g:64,104;10",10,人形实战,使用{0}参与{1}场战斗。
301,453,4,win,"g:36,216;10",10,人形实战,使用{0}参与{1}场战斗。
302,454,4,win,"g:64,216;10",10,人形实战,使用{0}参与{1}场战斗。
303,455,4,win,"g:64,36,104;1",5,人形实战,使用{0}参与{1}场战斗。
304,456,4,win,"g:36,104,216;1",5,人形实战,使用{0}参与{1}场战斗。
305,457,4,win,"g:64,36,216;1",5,人形实战,使用{0}参与{1}场战斗。
306,458,4,win,"g:64,104,216;1",5,人形实战,使用{0}参与{1}场战斗。
307,459,4,win,"g:64,36,104;5",5,人形实战,使用{0}参与{1}场战斗。
308,460,4,win,"g:36,104,216;5",5,人形实战,使用{0}参与{1}场战斗。
309,461,4,win,"g:64,36,216;5",5,人形实战,使用{0}参与{1}场战斗。
310,462,4,win,"g:64,104,216;5",5,人形实战,使用{0}参与{1}场战斗。
311,463,4,win,"g:64,36,104;10",10,人形实战,使用{0}参与{1}场战斗。
312,464,4,win,"g:36,104,216;10",10,人形实战,使用{0}参与{1}场战斗。
313,465,4,win,"g:64,36,216;10",10,人形实战,使用{0}参与{1}场战斗。
314,466,4,win,"g:64,104,216;10",10,人形实战,使用{0}参与{1}场战斗。
315,467,4,win,"g:64,36,104;20",15,人形实战,使用{0}参与{1}场战斗。
316,468,4,win,"g:36,104,216;20",15,人形实战,使用{0}参与{1}场战斗。
317,469,4,win,"g:64,36,216;20",15,人形实战,使用{0}参与{1}场战斗。
318,470,4,win,"g:64,104,216;20",15,人形实战,使用{0}参与{1}场战斗。
319,471,4,win,"g:36,64,104,216;30",40,人形实战,使用{0}参与{1}场战斗。
320,472,4,collect_skin,g:905,30,皮肤收集,获得皮肤{0}
321,473,4,collect_skin,g:1507,30,皮肤收集,获得皮肤{0}
322,474,4,collect_skin,g:1904,30,皮肤收集,获得皮肤{0}
323,475,4,collect_skin,g:2407,30,皮肤收集,获得皮肤{0}
324,476,4,collect_skin,g:2806,30,皮肤收集,获得皮肤{0}
325,477,4,collect_skin,g:3603,30,皮肤收集,获得皮肤{0}
326,478,4,collect_skin,g:5,30,皮肤收集,获得皮肤{0}
327,479,4,collect_skin,g:302,30,皮肤收集,获得皮肤{0}
328,480,4,collect_skin,g:802,30,皮肤收集,获得皮肤{0}
329,481,4,collect_skin,g:1107,30,皮肤收集,获得皮肤{0}
330,482,4,collect_skin,g:1202,30,皮肤收集,获得皮肤{0}
331,483,4,collect_skin,g:3103,30,皮肤收集,获得皮肤{0}
332,484,4,collect_skin,g:3802,30,皮肤收集,获得皮肤{0}
333,485,4,collect_skin,g:5201,30,皮肤收集,获得皮肤{0}
