,id,formula
55,1058,96+(@buff1385-1)*6
56,1059,10+@buff1385
57,1060,#def>0?1:0
58,1061,((4+200/@Rate)*30)*(1-@buff1407*0.3)-2
59,1062,@buff1366<((4+200/@Rate)*30)*(1-@buff1407*0.2)?0:1
60,1063,@buff1406=0?1:0
61,1064,@buff1406=1?1:0
62,1065,@buff1406=2?1:0
63,1066,@buff1406=3?1:0
64,1067,(4+200/@Rate)*30*(1-@buff1420*0.25)-2
65,1068,(4+200/@Rate)*30*(1-@buff1420*0.25)
66,1069,@buff1423=1?1:0
67,1070,@buff1423>1?1:0
68,1071,@Formation
69,1072,@buff1366<((4+200/@Rate)*30)*(1-@buff1407*0.1)?0:1
70,1073,@buff1366<((4+200/@Rate)*30)*(1-@buff1407*0.11)?0:1
71,1074,@buff1366<((4+200/@Rate)*30)*(1-@buff1407*0.12)?0:1
72,1075,@buff1366<((4+200/@Rate)*30)*(1-@buff1407*0.13)?0:1
73,1076,@buff1366<((4+200/@Rate)*30)*(1-@buff1407*0.14)?0:1
74,1077,@buff1366<((4+200/@Rate)*30)*(1-@buff1407*0.16)?0:1
75,1078,@buff1366<((4+200/@Rate)*30)*(1-@buff1407*0.17)?0:1
76,1079,@buff1366<((4+200/@Rate)*30)*(1-@buff1407*0.18)?0:1
77,1080,@buff1366<((4+200/@Rate)*30)*(1-@buff1407*0.19)?0:1
78,1081,@buff1406=4?1:0
79,1082,#armor>0?1:0
80,1083,@buff111=0?1:0
81,1084,@buff111=1?1:0
82,1085,@buff111=2?1:0
83,1086,@buff111=3?1:0
84,1087,@CriticalHurt
85,1088,@Critical*100
86,1090,200*(@buff1403/100+1)
87,1091,233*(@buff1403/100+1)
88,1092,267*(@buff1403/100+1)
89,1093,300*(@buff1403/100+1)
90,1094,333*(@buff1403/100+1)
91,1095,367*(@buff1403/100+1)
92,1096,400*(@buff1403/100+1)
93,1097,433*(@buff1403/100+1)
94,1098,467*(@buff1403/100+1)
95,1099,500*(@buff1403/100+1)
96,1100,80*(@buff1403/100+1)
97,1101,93*(@buff1403/100+1)
98,1102,107*(@buff1403/100+1)
99,1103,120*(@buff1403/100+1)
100,1104,133*(@buff1403/100+1)
101,1105,147*(@buff1403/100+1)
102,1106,160*(@buff1403/100+1)
103,1107,173*(@buff1403/100+1)
104,1108,187*(@buff1403/100+1)
105,1109,200*(@buff1403/100+1)
106,1110,40*(@buff1403/100+1)
107,1111,47*(@buff1403/100+1)
108,1112,53*(@buff1403/100+1)
109,1113,60*(@buff1403/100+1)
110,1114,67*(@buff1403/100+1)
111,1115,73*(@buff1403/100+1)
112,1116,80*(@buff1403/100+1)
113,1117,87*(@buff1403/100+1)
114,1118,93*(@buff1403/100+1)
115,1119,100*(@buff1403/100+1)
116,1120,@pow
117,1121,@dodge
118,1122,#Critical>1?(#Critical-1)*60+100:100
119,1123,#Critical>1?(#Critical-1)*60+100:100
120,1124,#Critical>1?(#Critical-1)*60+100:100
121,1125,#Critical>1?(#Critical-1)*60+100:100
122,1126,#Critical>1?(#Critical-1)*60+100:100
123,1127,#Critical>1?(#Critical-1)*60+100:100
124,1128,#Critical>1?(#Critical-1)*60+100:100
125,1129,#Critical>1?(#Critical-1)*60+100:100
126,1130,#Critical>1?(#Critical-1)*60+100:100
127,1131,#Critical>1?(#Critical-1)*60+100:100
128,1132,@hit
129,1133,@buff1449=0?1:0
130,1134,@buff1449=1?1:0
131,1135,@buff1449=2?1:0
132,1136,@buff1449=3?1:0
133,1137,(1-#life/#maxlife+1.8)*14
134,1138,(1-#life/#maxlife+1.8)*16
135,1139,(1-#life/#maxlife+1.8)*18
136,1140,(1-#life/#maxlife+1.8)*20
137,1141,(1-#life/#maxlife+1.8)*22
138,1142,(1-#life/#maxlife+1.8)*24
139,1143,(1-#life/#maxlife+1.8)*26
140,1144,(1-#life/#maxlife+1.8)*28
141,1145,(1-#life/#maxlife+1.8)*30
142,1146,(1-#life/#maxlife+1.8)*32
143,1147,40+@buff3002*30
144,1148,42+@buff3002*29
145,1149,44+@buff3002*28
146,1150,47+@buff3002*26.5
147,1151,49+@buff3002*25.5
148,1152,51+@buff3002*24.5
149,1153,53+@buff3002*23.5
150,1154,56+@buff3002*22
151,1155,58+@buff3002*21
152,1156,60+@buff3002*20
153,1157,55+@buff3002*22.5
154,1158,57+@buff3002*21.5
155,1159,59+@buff3002*20.5
156,1160,62+@buff3002*19
157,1161,64+@buff3002*18
158,1162,66+@buff3002*17
159,1163,68+@buff3002*16
160,1164,71+@buff3002*14.5
161,1165,73+@buff3002*13.5
162,1166,75+@buff3002*12.5
163,1167,@armor*1
164,1168,(1-#life/#maxlife+0.8)*14*2+14
165,1169,(1-#life/#maxlife+0.8)*16*2+16
166,1170,(1-#life/#maxlife+0.8)*18*2+18
167,1171,(1-#life/#maxlife+0.8)*20*2+20
168,1172,(1-#life/#maxlife+0.8)*22*2+22
169,1173,(1-#life/#maxlife+0.8)*24*2+24
170,1174,(1-#life/#maxlife+0.8)*26*2+26
171,1175,(1-#life/#maxlife+0.8)*28*2+28
172,1176,(1-#life/#maxlife+0.8)*30*2+30
173,1177,(1-#life/#maxlife+0.8)*32*2+32
174,1178,0.3*300*(1+@armor/100)
175,1179,0.33*300*(1+@armor/100)
176,1180,0.37*300*(1+@armor/100)
177,1181,0.4*300*(1+@armor/100)
178,1182,0.43*300*(1+@armor/100)
179,1183,0.47*300*(1+@armor/100)
180,1184,0.5*300*(1+@armor/100)
181,1185,0.53*300*(1+@armor/100)
182,1186,0.57*300*(1+@armor/100)
183,1187,0.6*300*(1+@armor/100)
184,1188,(2-0.5*@buff3080)*30
185,1189,#Life/#MaxLife*100+100
186,1190,@buff3033=1?1:0
187,1191,@buff3033=2?1:0
188,1192,(100-@pow)>70?(100-@pow):70
189,1193,@Maxlife*0.2
190,1194,0.2*200*(1+@armor/100)
191,1199,#pow/@dodge*100*@pow/@pow
192,1200,@Maxlife*1.5
193,1201,sbuffidtime(1000)
194,1202,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0))*5+100
195,1203,$1>1?1:$1
196,1204,@MaxLife*0.005
197,1205,@rate*2
198,1206,@Pow
199,1207,@hit*10
200,1208,@hit*10
201,1209,@ap
202,1210,@armor*0.3
203,1211,tbuffidtier(3153)>0?0:(tbuffidtier(4254)>0?3152:0)
204,1212,$1*10
205,1213,$1>10?10:$1
206,1214,$1+(@Life*0.015>300?300:@Life*0.015)
207,1215,#shield>0?1:0
208,1216,tbuffidtier(3157)>0?(tbuffidtier(3158)=0?$1*1.3:(tbuffidtier(3158)=1?$1*1.69:$1*2.197))):$1
209,1217,tbuffidtier(3158)+tbuffidtier(3157)
210,1218,#shield>0?200:100
211,1219,tbuffidtier(3157)>0?3158:0
212,1220,(tbuffidtier(3160)>0)|(tbuffidtier(3164)>0)?3164:0
213,1221,(tbuffidtier(3160)>0)|(tbuffidtier(3164)>0)?$1:0
214,1222,tbuffidtier(3160)+tbuffidtier(3164)>0?1:0
215,1223,tbuffidtier(3157)>0?(tbuffidtier(3158)=0?$1*1.33:(tbuffidtier(3158)=1?$1*1.7689:$1*2.352637))):$1
216,1224,tbuffidtier(3157)>0?(tbuffidtier(3158)=0?$1*1.37:(tbuffidtier(3158)=1?$1*1.8769:$1*2.571353))):$1
217,1225,tbuffidtier(3157)>0?(tbuffidtier(3158)=0?$1*1.4:(tbuffidtier(3158)=1?$1*1.96:$1*2.744))):$1
218,1226,tbuffidtier(3157)>0?(tbuffidtier(3158)=0?$1*1.43:(tbuffidtier(3158)=1?$1*2.0449:$1*2.924207))):$1
219,1227,tbuffidtier(3157)>0?(tbuffidtier(3158)=0?$1*1.47:(tbuffidtier(3158)=1?$1*2.1609:$1*3.176523))):$1
220,1228,tbuffidtier(3157)>0?(tbuffidtier(3158)=0?$1*1.5:(tbuffidtier(3158)=1?$1*2.25:$1*3.375))):$1
221,1229,tbuffidtier(3157)>0?(tbuffidtier(3158)=0?$1*1.53:(tbuffidtier(3158)=1?$1*2.3409:$1*3.581577))):$1
222,1230,tbuffidtier(3157)>0?(tbuffidtier(3158)=0?$1*1.57:(tbuffidtier(3158)=1?$1*2.4649:$1*3.869893))):$1
223,1231,tbuffidtier(3157)>0?(tbuffidtier(3158)=0?$1*1.6:(tbuffidtier(3158)=1?$1*2.56:$1*4.096))):$1
224,1232,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0))*6+100
225,1233,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0))*6+100
226,1234,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0))*7+100
227,1235,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0))*7+100
228,1236,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0))*8+100
229,1237,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0))*8+100
230,1238,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0))*9+100
231,1239,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0))*9+100
232,1240,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0))*10+100
233,1241,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0))<=1?1:0
234,1242,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0)-1)*3+105
235,1243,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0)-1)*3+106
236,1244,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0)-1)*4+107
237,1245,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0)-1)*4+108
238,1246,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0))+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0)-1)*5+109
239,1247,((tbufftypetier(201)>0?1:0)+(tbufftypetier(202)>0?1:0)+(tbufftypetier(203)>0?1:0)+(tbufftypetier(204)>0?1:0)+(tbufftypetier(205)>0?1:0)+(tbufftypetier(221)>0?1:0)+(tbufftypetier(403)>0?1:0)+(tbufftypetier(451)>0?1:0)-1)*5+110
240,1248,#Life+#shield
241,1249,tbuffidtier(3171)>0?$1*0.5:$1
242,1250,(tbuffidtier(3175)>0)&(tbuffidtier(3178)>0)?1:0
243,1251,@MaxLife*0.005
244,1252,@Maxlife*0.0144
245,1253,@pow*0.6
246,1254,@hit*1.2
247,1255,@dodge*1.8
248,1256,@ap*1
249,1257,@armor*0
250,1258,@rate*0.8
251,1259,@Maxlife*0.0384
252,1260,@pow*0.6
253,1261,@hit*0.3
254,1262,@dodge*1.6
255,1263,@ap*1
256,1264,@armor*0
257,1265,@rate*1.2
258,1266,@Maxlife*0.0192
259,1267,@pow*2.4
260,1268,@hit*1.6
261,1269,@dodge*0.8
262,1270,@ap*10
263,1271,@armor*0
264,1272,@rate*0.5
265,1273,@Maxlife*0.024
266,1274,@pow*1
267,1275,@hit*1
268,1276,@dodge*1
269,1277,@ap*1
270,1278,@armor*0
271,1279,@rate*1
272,1280,@Maxlife*0.036
273,1281,@pow*1.8
274,1282,@hit*0.6
275,1283,@dodge*0.6
276,1284,@ap*10
277,1285,@armor*0
278,1286,@rate*1.6
279,1287,@Maxlife*0.048
280,1288,@pow*0.7
281,1289,@hit*0.3
282,1290,@dodge*0.3
283,1291,@ap*1
284,1292,@armor*5
285,1293,@rate*0.4
286,1294,tbuffidtier(3207)+tbuffidtier(3208)+tbuffidtier(3209)+tbuffidtier(3210)+tbuffidtier(3211)+tbuffidtier(3212)>0?1:0
287,1295,@Maxlife*0.3
288,1296,sbuffidtier(3225)+sbuffidtier(3226)+sbuffidtier(3227)+sbuffidtier(3228)+sbuffidtier(3229)+sbuffidtier(3230)=sbuffidtier(3248)?1:0
289,1297,tbuffidtier(3273)+tbuffidtier(3274)<=0?1:0
290,1298,sbuffidtier(3225)+sbuffidtier(3226)+sbuffidtier(3227)+sbuffidtier(3228)+sbuffidtier(3229)+sbuffidtier(3230)>0?1:0
291,1299,@Life*0.008
292,1300,@MaxLife*0.5/@formation
293,1301,tbuffidtier(3268)>0?3273:0
294,1302,tbuffidtier(3268)>0?3274:0
295,1303,@Maxlife*0.3
296,1352,@Maxlife*0.05184
297,1353,@pow*1.2
298,1354,@hit*2.4
299,1355,@dodge*3.6
300,1356,@ap*2
301,1357,@armor*0
302,1358,@rate*1.6
303,1359,@Maxlife*0.13824
304,1360,@pow*1.2
305,1361,@hit*0.6
306,1362,@dodge*3.2
307,1363,@ap*2
308,1364,@armor*0
309,1365,@rate*2.4
310,1366,@Maxlife*0.06912
311,1367,@pow*4.8
312,1368,@hit*3.2
313,1369,@dodge*1.6
314,1370,@ap*20
315,1371,@armor*0
316,1372,@rate*1
317,1373,@Maxlife*0.0576
318,1374,@pow*2
319,1375,@hit*2
320,1376,@dodge*2
321,1377,@ap*2
322,1378,@armor*0
323,1379,@rate*2
324,1380,@Maxlife*0.1296
325,1381,@pow*3.6
326,1382,@hit*1.2
327,1383,@dodge*1.2
328,1384,@ap*20
329,1385,@armor*0
330,1386,@rate*3.2
331,1387,@Maxlife*0.1728
332,1388,@pow*1.4
333,1389,@hit*0.6
334,1390,@dodge*0.6
335,1391,@ap*2
336,1392,@armor*10
337,1393,@rate*0.8
338,1394,@Maxlife*0.008
339,1395,$1+3*(1-@def/@maxdef)*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
340,1396,$1+4*(1-@def/@maxdef)*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
341,1397,$1+5*(1-@def/@maxdef)*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
342,1398,$1+6*(1-@def/@maxdef)*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
343,1399,$1+7*(1-@def/@maxdef)*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
344,1400,$1+8*(1-@def/@maxdef)*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
345,1401,$1+9*(1-@def/@maxdef)*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
346,1402,$1+10*(1-@def/@maxdef)*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
347,1403,$1+11*(1-@def/@maxdef)*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
348,1404,$1+12*(1-@def/@maxdef)*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
349,1405,#maxdef>0?4024:4036
350,1406,#maxdef>0?4027:4037
351,1407,#maxdef>0?4028:4038
352,1408,#maxdef>0?4029:4039
353,1409,#maxdef>0?4030:4040
354,1410,#maxdef>0?4031:4041
355,1411,#maxdef>0?4032:4042
356,1412,#maxdef>0?4033:4043
357,1413,#maxdef>0?4034:4044
358,1414,#maxdef>0?4035:4045
359,1415,$1+3*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
360,1416,$1+4*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
361,1417,$1+5*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
362,1418,$1+6*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
363,1419,$1+7*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
364,1420,$1+8*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
365,1421,$1+9*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
366,1422,$1+10*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
367,1423,$1+11*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
368,1424,$1+12*(1-sbuffidtier(3148))+1*sbuffidtier(3148)
369,1425,#def>0?1:0
370,1426,SAliveCount()<=3?1:0
371,1440,270+sbuffidtier(3400)*((500-270)/7)
372,1441,300+sbuffidtier(3400)*((560-300)/7)
373,1442,330+sbuffidtier(3400)*((620-330)/7)
374,1443,350+sbuffidtier(3400)*((670-350)/7)
375,1444,380+sbuffidtier(3400)*((730-380)/7)
376,1445,400+sbuffidtier(3400)*((780-400)/7)
377,1446,430+sbuffidtier(3400)*((840-430)/7)
378,1447,450+sbuffidtier(3400)*((890-450)/7)
379,1448,480+sbuffidtier(3400)*((950-480)/7)
380,1449,500+sbuffidtier(3400)*((1000-500)/7)
381,1450,(270+@buff3400*230/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?((270+sbuffidtier(3400)*230/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))-#life):(100000/#life+99999)
382,1451,(300+@buff3400*260/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?((300+sbuffidtier(3400)*260/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))-#life):(100000/#life+99999)
383,1452,(330+@buff3400*290/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?((330+sbuffidtier(3400)*290/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))-#life):(100000/#life+99999)
384,1453,(350+@buff3400*320/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?((350+sbuffidtier(3400)*320/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))-#life):(100000/#life+99999)
385,1454,(380+@buff3400*350/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?((380+sbuffidtier(3400)*350/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))-#life):(100000/#life+99999)
386,1455,(400+@buff3400*380/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?((400+sbuffidtier(3400)*380/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))-#life):(100000/#life+99999)
387,1456,(430+@buff3400*410/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?((430+sbuffidtier(3400)*410/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))-#life):(100000/#life+99999)
388,1457,(450+@buff3400*440/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?((450+sbuffidtier(3400)*440/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))-#life):(100000/#life+99999)
389,1458,(480+@buff3400*470/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?((480+sbuffidtier(3400)*470/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))-#life):(100000/#life+99999)
390,1459,(500+@buff3400*500/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?((500+sbuffidtier(3400)*500/7)*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))-#life):(100000/#life+99999)
391,1460,@buff4066>0?((#Life/#Maxlife)>0.5?$1*1.1:$1):$1
392,1461,250*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?#life:(#life+99999)
393,1462,270*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?#life:(#life+99999)
394,1463,290*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?#life:(#life+99999)
395,1464,300*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?#life:(#life+99999)
396,1465,320*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?#life:(#life+99999)
397,1466,340*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?#life:(#life+99999)
398,1467,350*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?#life:(#life+99999)
399,1468,370*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?#life:(#life+99999)
400,1469,390*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?#life:(#life+99999)
401,1470,400*@formation*@pow*0.0085*tbufftypenumber(110)*(1-#def/#maxdef)*(1-tbufftypetier(120))>#life?#life:(#life+99999)
402,1471,#pow
403,1473,$1=0?0:(($1-5)>0?($1-5):1)
404,1474,$1=0?0:(($1-6)>0?($1-6):1)
405,1475,$1=0?0:(($1-7)>0?($1-7):1)
406,1476,$1=0?0:(($1-8)>0?($1-8):1)
407,1477,$1=0?0:(($1-9)>0?($1-9):1)
408,1478,$1=0?0:(($1-10)>0?($1-10):1)
409,1479,$1=0?0:(($1-11)>0?($1-11):1)
410,1480,$1=0?0:(($1-12)>0?($1-12):1)
411,1481,$1=0?0:(($1-13)>0?($1-13):1)
412,1482,$1=0?0:(($1-15)>0?($1-15):1)
413,1483,GetChance(50)?$1:1
414,1484,@Maxlife*0.15
415,1485,@Maxlife*0.1
416,1486,@life
417,1487,sbuffidnumber(4112)*100>@life?1:0
418,1488,tbuffidtier(4119)>0?0:$1
419,1489,tbuffidtier(4092)+tbuffidtier(4093)+tbuffidtier(4094)+tbuffidtier(4117)<1
420,1490,(@sangvisstrategy=1)&(@characterstatus=1)?1:0
421,1491,@sangvisstrategy=1?0:1
422,1492,@characterstatus=1?1:0
423,1493,@battlepoint=1?1:0
424,1494,@life*0.05
425,1495,@buff4127+100
426,1496,#buff4130>0?4131:0
427,1497,@Critical*100
428,1498,#rate>119?4134:0
429,1499,#rate/100*(100+tbuffidtier(4140))-120>0?(#rate>120?128:#rate/120*(100+tbuffidtier(4140))):100
