,id,type,motion_name,touch_area,hold_time,probability,voice,text,expression,face_motion,name,camera,is_hurt,level,is_interrupt,delay,next_motions,voice_code
48,808,402,,body,0,1.0,GUN|Mk23|DIALOGUE2,GUN|Mk23|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
49,809,402,,body,0,1.0,GUN|Mk23|DIALOGUE3,GUN|Mk23|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
50,810,402,,body,0,1.0,GUN|Mk23|DIALOGUEWEDDING,GUN|Mk23|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
51,811,1000,,0,0,1.0,GUN|Mk23|HELLO,GUN|Mk23|HELLO,,,待机,0,0,0,0,0,,HELLO
52,812,1001,,0,0,1.0,GUN|Mk23|HELLO,GUN|Mk23|HELLO,,,待机,0,0,0,0,0,,HELLO
53,813,200,,body,0,1.0,GUN|Mk23|ALLHALLOWS,GUN|Mk23|ALLHALLOWS,,,待机,0,0,0,0,0,,ALLHALLOWS
54,814,402,,body,0,1.0,GUN|Mk23|ALLHALLOWS,GUN|Mk23|ALLHALLOWS,,,待机,0,0,0,0,0,,ALLHALLOWS
55,901,101,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
56,902,200,,body,0,1.0,GUN|G11|DIALOGUE1,GUN|G11|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
57,903,200,,body,0,1.0,GUN|G11|DIALOGUE2,GUN|G11|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
58,904,200,,body,0,1.0,GUN|G11|DIALOGUE3,GUN|G11|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
59,905,200,,body,0,1.0,GUN|G11|DIALOGUEWEDDING,GUN|G11|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
60,906,401,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
61,907,402,,body,0,1.0,GUN|G11|DIALOGUE1,GUN|G11|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
62,908,402,,body,0,1.0,GUN|G11|DIALOGUE2,GUN|G11|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
63,909,402,,body,0,1.0,GUN|G11|DIALOGUE3,GUN|G11|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
64,910,402,,body,0,1.0,GUN|G11|DIALOGUEWEDDING,GUN|G11|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
65,911,1000,,0,0,1.0,GUN|G11|HELLO,GUN|G11|HELLO,,,待机,0,0,0,0,0,,HELLO
66,912,1001,,0,0,1.0,GUN|G11|HELLO,GUN|G11|HELLO,,,待机,0,0,0,0,0,,HELLO
67,913,200,,body,0,1.0,GUN|G11|ALLHALLOWS,GUN|G11|ALLHALLOWS,,,待机,0,0,0,0,0,,ALLHALLOWS
68,914,402,,body,0,1.0,GUN|G11|ALLHALLOWS,GUN|G11|ALLHALLOWS,,,待机,0,0,0,0,0,,ALLHALLOWS
69,1000,1000,motions/touch_arm.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_043,NPC|adjutant|kanban_musume_043,,,上线响应,1,0,0,0,0,,
70,1001,101,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
71,1002,102,motions/wait_1_idle_02.mtn,0,"3,10",0.5,,,,,特殊待机,1,0,0,0,0,,
72,1003,200,motions/kalina_043.mtn,head,0,1.0,NPC|NPC_Kalina|kanban_musume_043,NPC|adjutant|kanban_musume_043,,,交互1,1,0,0,0,0,,
73,1004,200,motions/kalina_035.mtn,body,0,1.0,NPC|NPC_Kalina|kanban_musume_035,NPC|adjutant|kanban_musume_035,,,交互2,1,0,0,0,0,,
74,1005,200,motions/kalina_027.mtn,arm,0,1.0,NPC|NPC_Kalina|kanban_musume_027,NPC|adjutant|kanban_musume_027,,,交互3,1,0,0,0,0,,
75,1006,600,motions/touch_head.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_001,NPC|mall|kanban_musume_001,,,交互4,1,0,0,0,0,,
76,1007,600,motions/enter_shop.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_002,NPC|mall|kanban_musume_002,,,交互5,1,0,0,0,0,,
77,1008,600,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_033,NPC|mall|kanban_musume_033,,,交互6,1,0,0,0,0,,
78,1009,600,motions/kalina_004.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_004,NPC|mall|kanban_musume_004,,,交互7,1,0,0,0,0,,
79,1010,600,motions/mall_03.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_005,NPC|mall|kanban_musume_005,,,交互8,1,0,0,0,0,,
80,1011,700,motions/enter_shop.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_038,NPC|buy|kanban_musume_038,,,交互9,1,0,0,0,0,,
81,1012,700,motions/levelup.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_039,NPC|buy|kanban_musume_039,,,交互10,1,0,0,0,0,,
82,1013,700,motions/buy_2.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_040,NPC|buy|kanban_musume_040,,,交互11,1,0,0,0,0,,
83,1014,700,motions/touch_head.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_041,NPC|buy|kanban_musume_041,,,交互12,1,0,0,0,0,,
84,1015,700,motions/touch_arm.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_042,NPC|buy|kanban_musume_042,,,交互13,1,0,0,0,0,,
85,1016,800,motions/mall_03.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_003,NPC|level|kanban_musume_003,,,,0,0,0,0,0,,
86,1017,800,motions/touch_arm.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_032,NPC|level|kanban_musume_032,,,,0,0,0,0,0,,
87,1018,800,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_049,NPC|level|kanban_musume_049,,,,0,0,0,0,0,,
88,1019,800,motions/mall_04.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_008,NPC|level|kanban_musume_008,,,交互14,1,0,1,0,0,,
89,1020,300,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,0,0,0,0,,
90,1021,800,motions/mall_03.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_024,NPC|level|kanban_musume_024,,,,0,0,2,0,0,,
91,1022,800,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_050,NPC|level|kanban_musume_050,,,,0,0,3,0,0,,
92,1023,800,motions/mall_04.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_011,NPC|level|kanban_musume_011,,,,0,0,4,0,0,,
93,1024,800,motions/mall_01.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_007,NPC|level|kanban_musume_007,,,,0,0,5,0,0,,
94,1025,800,motions/levelup.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_018,NPC|level|kanban_musume_018,,,,0,0,6,0,0,,
95,1026,800,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_055,NPC|level|kanban_musume_055,,,,0,0,7,0,0,,
96,1027,800,motions/mall_02.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_012,NPC|level|kanban_musume_012,,,,0,0,8,0,0,,
97,1028,800,motions/mall_02.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_009,NPC|level|kanban_musume_009,,,,0,0,9,0,0,,
98,1029,800,motions/buy_2.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_052,NPC|level|kanban_musume_052,,,,0,0,10,0,0,,
99,1030,800,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_029,NPC|level|kanban_musume_029,,,,0,0,11,0,0,,
100,1031,800,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_006,NPC|level|kanban_musume_006,,,,0,0,12,0,0,,
101,1032,800,motions/kalina_054.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_054,NPC|level|kanban_musume_054,,,,0,0,13,0,0,,
102,1033,800,motions/wait_2.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_020,NPC|level|kanban_musume_020,,,,0,0,14,0,0,,
103,1034,800,motions/wait_2.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_036,NPC|level|kanban_musume_036,,,,0,0,15,0,0,,
104,1035,800,motions/mall_02.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_023,NPC|level|kanban_musume_023,,,,0,0,16,0,0,,
105,1036,800,motions/buy_2.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_056,NPC|level|kanban_musume_056,,,,0,0,17,0,0,,
106,1037,800,motions/kalina_025.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_025,NPC|level|kanban_musume_025,,,,0,0,18,0,0,,
107,1038,800,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_034,NPC|level|kanban_musume_034,,,,0,0,19,0,0,,
108,1039,800,motions/mall_02.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_010,NPC|level|kanban_musume_010,,,,0,0,20,0,0,,
109,1040,800,motions/touch_head.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_022,NPC|level|kanban_musume_022,,,,0,0,21,0,0,,
110,1041,800,motions/buy_2.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_053,NPC|level|kanban_musume_053,,,,0,0,22,0,0,,
111,1042,800,motions/kalina_037.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_037,NPC|level|kanban_musume_037,,,,0,0,23,0,0,,
112,1043,800,motions/touch_breast.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_014,NPC|level|kanban_musume_014,,,,0,0,24,0,0,,
113,1044,800,motions/mall_02.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_028,NPC|level|kanban_musume_028,,,,0,0,25,0,0,,
114,1045,800,motions/buy_2.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_051,NPC|level|kanban_musume_051,,,,0,0,26,0,0,,
115,1046,800,motions/mall_04.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_021,NPC|level|kanban_musume_021,,,,0,0,27,0,0,,
116,1047,800,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_013,NPC|level|kanban_musume_013,,,,0,0,28,0,0,,
117,1048,800,motions/kalina_030.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_030,NPC|level|kanban_musume_030,,,,0,0,29,0,0,,
118,1049,800,motions/touch_head.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_031,NPC|level|kanban_musume_031,,,,0,0,30,0,0,,
119,1050,900,motions/mall_03.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_003,NPC|level|kanban_musume_003,,,,0,0,0,0,0,,
120,1051,900,motions/touch_arm.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_032,NPC|level|kanban_musume_032,,,,0,0,0,0,0,,
121,1052,900,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_049,NPC|level|kanban_musume_049,,,,0,0,0,0,0,,
122,1053,900,motions/mall_04.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_008,NPC|level|kanban_musume_008,,,,0,0,1,0,0,,
123,1054,900,motions/mall_03.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_024,NPC|level|kanban_musume_024,,,,0,0,2,0,0,,
124,1055,900,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_050,NPC|level|kanban_musume_050,,,,0,0,3,0,0,,
125,1056,900,motions/mall_04.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_011,NPC|level|kanban_musume_011,,,,0,0,4,0,0,,
126,1057,900,motions/mall_01.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_007,NPC|level|kanban_musume_007,,,,0,0,5,0,0,,
127,1058,900,motions/levelup.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_018,NPC|level|kanban_musume_018,,,,0,0,6,0,0,,
128,1059,900,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_055,NPC|level|kanban_musume_055,,,,0,0,7,0,0,,
129,1060,900,motions/mall_02.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_012,NPC|level|kanban_musume_012,,,,0,0,8,0,0,,
130,1061,900,motions/mall_02.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_009,NPC|level|kanban_musume_009,,,,0,0,9,0,0,,
131,1062,900,motions/buy_2.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_052,NPC|level|kanban_musume_052,,,,0,0,10,0,0,,
132,1063,900,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_029,NPC|level|kanban_musume_029,,,,0,0,11,0,0,,
133,1064,900,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_006,NPC|level|kanban_musume_006,,,,0,0,12,0,0,,
134,1065,900,motions/kalina_054.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_054,NPC|level|kanban_musume_054,,,,0,0,13,0,0,,
135,1066,900,motions/wait_2.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_020,NPC|level|kanban_musume_020,,,,0,0,14,0,0,,
136,1067,900,motions/wait_2.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_036,NPC|level|kanban_musume_036,,,,0,0,15,0,0,,
137,1068,900,motions/mall_02.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_023,NPC|level|kanban_musume_023,,,,0,0,16,0,0,,
138,1069,900,motions/buy_2.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_056,NPC|level|kanban_musume_056,,,,0,0,17,0,0,,
139,1070,900,motions/kalina_025.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_025,NPC|level|kanban_musume_025,,,,0,0,18,0,0,,
140,1071,900,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_034,NPC|level|kanban_musume_034,,,,0,0,19,0,0,,
141,1072,900,motions/mall_02.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_010,NPC|level|kanban_musume_010,,,,0,0,20,0,0,,
142,1073,900,motions/touch_head.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_022,NPC|level|kanban_musume_022,,,,0,0,21,0,0,,
143,1074,900,motions/buy_2.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_053,NPC|level|kanban_musume_053,,,,0,0,22,0,0,,
144,1075,900,motions/kalina_037.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_037,NPC|level|kanban_musume_037,,,,0,0,23,0,0,,
145,1076,900,motions/touch_breast.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_014,NPC|level|kanban_musume_014,,,,0,0,24,0,0,,
146,1077,900,motions/mall_02.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_028,NPC|level|kanban_musume_028,,,,0,0,25,0,0,,
147,1078,900,motions/buy_2.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_051,NPC|level|kanban_musume_051,,,,0,0,26,0,0,,
148,1079,900,motions/mall_04.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_021,NPC|level|kanban_musume_021,,,,0,0,27,0,0,,
149,1080,900,motions/buy_1.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_013,NPC|level|kanban_musume_013,,,,0,0,28,0,0,,
150,1081,900,motions/kalina_030.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_030,NPC|level|kanban_musume_030,,,,0,0,29,0,0,,
151,1082,900,motions/touch_head.mtn,0,0,1.0,NPC|NPC_Kalina|kanban_musume_031,NPC|level|kanban_musume_031,,,,0,0,30,0,0,,
152,30601,101,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
153,30602,102,motions/wait_1.mtn,0,"8,12",0.5,,,,,特殊待机1,1,0,0,0,0,,
154,30603,102,motions/wait_2.mtn,0,"10,13",0.5,,,,,特殊待机2,1,0,0,0,0,,
155,30604,200,motions/touch_1.mtn,head,0,1.0,GUN|WA2000|DIALOGUE3,GUN|WA2000|DIALOGUE3,,,交互1,1,0,0,0,0,,DIALOGUE3
156,30605,200,motions/touch_2.mtn,head,0,1.0,GUN|WA2000|DIALOGUE1,GUN|WA2000|DIALOGUE1,,,交互2,1,0,0,0,0,,DIALOGUE1
157,30606,200,motions/touch_3.mtn,body,0,1.0,GUN|WA2000|DIALOGUE2,GUN|WA2000|DIALOGUE2,,,交互3,1,0,0,0,0,,DIALOGUE2
158,30607,200,motions/touch_4.mtn,body,0,1.0,GUN|WA2000|VALENTINE,GUN|WA2000|VALENTINE,,,交互4,1,0,0,0,0,,VALENTINE
159,30608,200,motions/touch_5.mtn,leg,0,1.0,GUN|WA2000|ATTACK,GUN|WA2000|ATTACK,,,交互5,1,0,0,0,0,,ATTACK
160,30609,200,motions/touch_Christmas.mtn,leg,0,0.0,GUN|WA2000|CHRISTMAS,GUN|WA2000|CHRISTMAS,,,节日交互,1,0,0,0,0,,CHRISTMAS
161,30610,200,motions/wedding_touch.mtn,body,0,1.0,GUN|WA2000|DIALOGUEWEDDING,GUN|WA2000|DIALOGUEWEDDING,,,结契后交互,1,0,0,0,0,,DIALOGUEWEDDING
162,30611,500,motions/wedding.mtn,0,0,1.0,GUN|WA2000|SOULCONTRACT,GUN|WA2000|SOULCONTRACT,,,结契动作,1,0,0,0,0,,SOULCONTRACT
163,30612,300,motions/shake.mtn,0,0,1.0,GUN|WA2000|MOOD2,,,,晃动响应,1,0,0,0,0,,MOOD2
164,30613,1000,motions/login.mtn,0,0,1.0,GUN|WA2000|HELLO,GUN|WA2000|HELLO,,,上线响应,1,0,0,0,0,,HELLO
165,30614,401,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
166,30615,402,motions/broken_1.mtn,head,0,1.0,GUN|WA2000|DIALOGUE3,GUN|WA2000|DIALOGUE3,,,交互1,1,1,0,0,0,,DIALOGUE3
167,30616,402,motions/broken_2.mtn,body,0,1.0,GUN|WA2000|BREAK,GUN|WA2000|BREAK,,,交互2,1,1,0,0,0,,BREAK
168,30617,402,motions/broken_3.mtn,body,0,1.0,GUN|WA2000|DIALOGUE1,GUN|WA2000|DIALOGUE1,,,交互3,1,1,0,0,0,,DIALOGUE1
169,30618,402,motions/broken_4.mtn,leg,0,1.0,GUN|WA2000|ATTACK,GUN|WA2000|ATTACK,,,交互4,1,1,0,0,0,,ATTACK
170,30619,402,motions/broken_5.mtn,leg,0,1.0,GUN|WA2000|DIALOGUE2,GUN|WA2000|DIALOGUE2,,,交互5,1,1,0,0,0,,DIALOGUE2
171,30620,301,motions/shake.mtn,0,0,1.0,GUN|WA2000|MOOD2,,,,晃动响应,1,1,0,0,0,,MOOD2
172,30621,1001,motions/login.mtn,0,0,1.0,GUN|WA2000|HELLO,GUN|WA2000|HELLO,,,上线响应,1,1,0,0,0,,HELLO
173,31001,101,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
174,31002,102,motions/wait_1.mtn,0,"8,12",0.5,,,,,特殊待机1,1,0,0,0,0,,
175,31003,102,motions/wait_2.mtn,0,"10,13",0.5,,,,,特殊待机2,1,0,0,0,0,,
176,31004,200,motions/touch_1.mtn,leg,0,1.0,GUN|KP31|DIALOGUE1,GUN|KP31|DIALOGUE1,,,交互1,1,0,0,0,0,,DIALOGUE1
177,31005,200,motions/touch_2.mtn,body,0,1.0,GUN|KP31|DIALOGUE2,GUN|KP31|DIALOGUE2,,,交互2,1,0,0,0,0,,DIALOGUE2
178,31006,200,motions/touch_3.mtn,body,0,1.0,GUN|KP31|DIALOGUE3,GUN|KP31|DIALOGUE3,,,交互3,1,0,0,0,0,,DIALOGUE3
179,31007,200,motions/touch_4.mtn,head,0,1.0,GUN|KP31|MOOD1,,,,交互4,1,0,0,0,0,,MOOD1
180,31008,200,motions/touch_5.mtn,head,0,1.0,GUN|KP31|AGREE,,,,交互5,1,0,0,0,0,,AGREE
181,31009,200,motions/christmas.mtn,body,0,1.0,GUN|KP31|CHRISTMAS,GUN|KP31|CHRISTMAS,,,节日交互,1,0,0,0,0,,CHRISTMAS
182,31010,200,motions/wedding_touch.mtn,body,0,1.0,GUN|KP31|DIALOGUEWEDDING,GUN|KP31|DIALOGUEWEDDING,,,结契后交互,1,0,0,0,0,,DIALOGUEWEDDING
