,mission_id,boss_hp_bars,user_exp,mp,ammo,mre,part,core,gem,gun_id,item_ids,equip_ids,furniture,gift,coins,prize_id
30,10031,1,0,0,0,0,0,0,0,0,,,,,,6531
31,10032,1,0,0,0,0,0,0,0,0,,,,,,6532
32,10033,3,0,0,0,0,0,0,0,0,,,,,,6533
33,10034,1,0,0,0,0,0,0,0,0,,,,,,6534
34,10035,1,0,0,0,0,0,0,0,0,,,,,,6535
35,10036,1,0,0,0,0,0,0,0,0,,,,,,0
36,10037,1,0,0,0,0,0,0,0,0,,,,,,6537
37,10038,6,0,0,0,0,0,0,0,0,,,,,,6538
38,10039,1,0,0,0,0,0,0,0,0,,,,,,6539
39,10040,1,0,0,0,0,0,0,0,0,,,,,,6540
40,10041,1,0,0,0,0,0,0,0,0,,,,,,6541
41,10042,10,0,0,0,0,0,0,0,0,,,,,,6542
42,10043,1,0,0,0,0,0,0,0,0,,,,,,6043
43,10044,1,0,0,0,0,0,0,0,0,,,,,,6044
44,10045,1,0,0,0,0,0,0,0,0,,,,,,6045
45,10046,3,0,0,0,0,0,0,0,0,,,,,,6046
46,10047,1,0,0,0,0,0,0,0,0,,,,,,6047
47,10048,6,0,0,0,0,0,0,0,0,,,,,,6048
48,10049,1,0,0,0,0,0,0,0,0,,,,,,6049
49,10050,10,0,0,0,0,0,0,0,0,,,,,,6050
50,10051,1,0,0,0,0,0,0,0,0,,,,,,6551
51,10052,1,0,0,0,0,0,0,0,0,,,,,,6552
52,10053,1,0,0,0,0,0,0,0,0,,,,,,6553
53,10054,1,0,0,0,0,0,0,0,0,,,,,,6554
54,10055,1,0,0,0,0,0,0,0,0,,,,,,6555
55,10056,1,0,0,0,0,0,0,0,0,,,,,,6556
56,10057,1,0,0,0,0,0,0,0,0,,,,,,6557
57,10058,1,0,0,0,0,0,0,0,0,,,,,,6558
58,10059,1,0,0,0,0,0,0,0,0,,,,,,6559
59,10060,1,0,0,0,0,0,0,0,0,,,,,,6560
60,10061,1,0,0,0,0,0,0,0,0,,,,,,6561
61,10062,1,0,0,0,0,0,0,0,0,,,,,,6562
62,10063,1,0,0,0,0,0,0,0,0,,,,,,6563
63,10064,1,0,0,0,0,0,0,0,0,,,,,,6564
64,10065,1,0,0,0,0,0,0,0,0,,,,,,6565
65,10066,1,0,0,0,0,0,0,0,0,,,,,,6566
66,10067,1,0,0,0,0,0,0,0,0,,,,,,6567
67,10068,1,0,0,0,0,0,0,0,0,,,,,,6568
68,10069,1,0,0,0,0,0,0,0,0,,,,,,6569
69,10070,1,0,0,0,0,0,0,0,0,,,,,,6570
70,10071,1,0,0,0,0,0,0,0,0,,,,,,6571
71,10072,1,0,0,0,0,0,0,0,0,,,,,,6572
72,10073,1,0,0,0,0,0,0,0,0,,,,,,6573
73,10074,1,0,0,0,0,0,0,0,0,,,,,,6574
74,10075,1,0,0,0,0,0,0,0,0,,,,,,6575
75,10076,1,0,0,0,0,0,0,0,0,,,,,,6576
76,10077,1,0,0,0,0,0,0,0,0,,,,,,6577
77,10078,1,0,0,0,0,0,0,0,0,,,,,,6578
78,10079,1,0,0,0,0,0,0,0,0,,,,,,6579
79,10080,1,0,0,0,0,0,0,0,0,,,,,,6580
80,10081,1,0,0,0,0,0,0,0,0,,,,,,6581
81,10082,1,0,0,0,0,0,0,0,0,,,,,,6582
82,10083,1,0,0,0,0,0,0,0,0,,,,,,6583
83,10084,1,0,0,0,0,0,0,0,0,,,,,,6584
84,10085,1,0,0,0,0,0,0,0,0,,,,,,6585
85,10086,1,0,0,0,0,0,0,0,0,,,,,,6586
86,10087,1,0,0,0,0,0,0,0,0,,,,,,6587
87,10088,1,0,0,0,0,0,0,0,0,,,,,,6588
88,10089,1,0,0,0,0,0,0,0,0,,,,,,6589
89,10090,1,0,0,0,0,0,0,0,0,,,,,,6590
90,10091,1,0,0,0,0,0,0,0,0,,,,,,0
91,10092,1,0,0,0,0,0,0,0,0,,,,,,6092
92,10093,1,0,0,0,0,0,0,0,0,,,,,,6093
93,10094,1,0,0,0,0,0,0,0,0,,,,,,6094
94,10095,1,0,0,0,0,0,0,0,0,,,,,,6095
95,10096,1,0,0,0,0,0,0,0,0,,,,,,6096
96,10097,1,0,0,0,0,0,0,0,0,,,,,,6097
97,10098,3,0,0,0,0,0,0,0,0,,,,,,6098
98,10099,1,0,0,0,0,0,0,0,0,,,,,,6099
99,10100,1,0,0,0,0,0,0,0,0,,,,,,6100
100,10101,1,0,0,0,0,0,0,0,0,,,,,,6101
101,10102,1,0,0,0,0,0,0,0,0,,,,,,6102
102,10103,1,0,0,0,0,0,0,0,0,,,,,,6103
103,10104,6,0,0,0,0,0,0,0,0,,,,,,6104
104,10105,1,0,0,0,0,0,0,0,0,,,,,,0
105,10106,1,0,0,0,0,0,0,0,0,,,,,,6606
106,10107,1,0,0,0,0,0,0,0,0,,,,,,6607
107,10108,1,0,0,0,0,0,0,0,0,,,,,,6608
108,10109,1,0,0,0,0,0,0,0,0,,,,,,6609
109,10110,1,0,0,0,0,0,0,0,0,,,,,,6610
110,10111,1,0,0,0,0,0,0,0,0,,,,,,6611
111,10112,1,0,0,0,0,0,0,0,0,,,,,,6612
112,10113,1,0,0,0,0,0,0,0,0,,,,,,6613
113,10114,1,0,0,0,0,0,0,0,0,,,,,,6614
114,10115,1,0,0,0,0,0,0,0,0,,,,,,6615
115,10116,1,0,0,0,0,0,0,0,0,,,,,,6616
116,10117,1,0,0,0,0,0,0,0,0,,,,,,6617
117,10118,1,0,0,0,0,0,0,0,0,,,,,,6618
118,10120,1,0,0,0,0,0,0,0,0,,,,,,6620
119,10121,1,0,0,0,0,0,0,0,0,,,,,,6621
120,10122,1,0,0,0,0,0,0,0,0,,,,,,6622
121,10123,1,0,0,0,0,0,0,0,0,,,,,,6623
122,10124,1,0,0,0,0,0,0,0,0,,,,,,6624
123,10125,1,0,0,0,0,0,0,0,0,,,,,,6625
124,10126,1,0,0,0,0,0,0,0,0,,,,,,6626
125,10127,1,0,0,0,0,0,0,0,0,,,,,,6627
126,10128,1,0,0,0,0,0,0,0,0,,,,,,6628
127,10129,1,0,0,0,0,0,0,0,0,,,,,,6629
128,10130,1,0,0,0,0,0,0,0,0,,,,,,6630
129,10131,1,0,0,0,0,0,0,0,0,,,,,,6631
130,10132,1,0,0,0,0,0,0,0,0,,,,,,6632
131,10133,1,0,0,0,0,0,0,0,0,,,,,,6633
132,10134,1,0,0,0,0,0,0,0,0,,,,,,6634
133,10135,1,0,0,0,0,0,0,0,0,,,,,,6635
134,10136,1,0,0,0,0,0,0,0,0,,,,,,6636
135,10137,1,0,0,0,0,0,0,0,0,,,,,,6637
136,10138,1,0,0,0,0,0,0,0,0,,,,,,6638
137,10139,1,0,0,0,0,0,0,0,0,,,,,,6639
138,10140,1,0,0,0,0,0,0,0,0,,,,,,6640
139,10141,1,0,0,0,0,0,0,0,0,,,,,,6641
140,10142,1,0,0,0,0,0,0,0,0,,,,,,6642
141,10143,1,0,0,0,0,0,0,0,0,,,,,,6643
142,10144,3,0,0,0,0,0,0,0,0,,,,,,6644
143,10145,1,0,0,0,0,0,0,0,0,,,,,,6645
144,10146,1,0,0,0,0,0,0,0,0,,,,,,6646
145,10147,1,0,0,0,0,0,0,0,0,,,,,,6647
146,10148,1,0,0,0,0,0,0,0,0,,,,,,6648
147,10149,1,0,0,0,0,0,0,0,0,,,,,,6649
148,10150,1,0,0,0,0,0,0,0,0,,,,,,6650
149,10151,1,0,0,0,0,0,0,0,0,,,,,,6651
150,10154,1,0,0,0,0,0,0,0,0,,,,,,6654
151,10155,1,0,0,0,0,0,0,0,0,,,,,,0
152,10156,1,0,0,0,0,0,0,0,0,,,,,,6656
153,10157,1,0,0,0,0,0,0,0,0,,,,,,6657
154,10158,1,0,0,0,0,0,0,0,0,,,,,,0
155,10159,4,0,0,0,0,0,0,0,0,,,,,,6159
156,10160,1,0,0,0,0,0,0,0,0,,,,,,6160
157,10161,1,0,0,0,0,0,0,0,0,,,,,,6161
158,10162,6,0,0,0,0,0,0,0,0,,,,,,6162
159,10194,1,0,0,0,0,0,0,0,0,,,,,,6694
160,10195,1,0,0,0,0,0,0,0,0,,,,,,6695
161,10196,1,0,0,0,0,0,0,0,0,,,,,,6696
162,10197,1,0,0,0,0,0,0,0,0,,,,,,6697
163,10198,1,0,0,0,0,0,0,0,0,,,,,,6698
164,10199,1,0,0,0,0,0,0,0,0,,,,,,6699
165,10200,1,0,0,0,0,0,0,0,0,,,,,,6700
166,10201,1,0,0,0,0,0,0,0,0,,,,,,6701
167,10202,1,0,0,0,0,0,0,0,0,,,,,,6702
168,10203,1,0,0,0,0,0,0,0,0,,,,,,6703
169,10204,1,0,0,0,0,0,0,0,0,,,,,,6704
170,10205,1,0,0,0,0,0,0,0,0,,,,,,6705
171,10206,1,0,0,0,0,0,0,0,0,,,,,,6706
172,10207,1,0,0,0,0,0,0,0,0,,,,,,6707
173,10208,1,0,0,0,0,0,0,0,0,,,,,,6708
174,10209,1,0,0,0,0,0,0,0,0,,,,,,6709
175,10210,1,0,0,0,0,0,0,0,0,,,,,,6710
176,10211,1,0,0,0,0,0,0,0,0,,,,,,6711
177,10212,1,0,0,0,0,0,0,0,0,,,,,,6712
178,10213,1,0,0,0,0,0,0,0,0,,,,,,6713
179,10214,1,0,0,0,0,0,0,0,0,,,,,,6714
180,10215,1,0,0,0,0,0,0,0,0,,,,,,6715
181,10216,1,0,0,0,0,0,0,0,0,,,,,,6716
182,10217,1,0,0,0,0,0,0,0,0,,,,,,6717
183,10218,1,0,0,0,0,0,0,0,0,,,,,,6718
184,10219,1,0,0,0,0,0,0,0,0,,,,,,6719
185,10220,1,0,0,0,0,0,0,0,0,,,,,,6720
186,10221,1,0,0,0,0,0,0,0,0,,,,,,6721
187,10222,1,0,0,0,0,0,0,0,0,,,,,,6722
188,10223,1,0,0,0,0,0,0,0,0,,,,,,6723
189,10224,1,0,0,0,0,0,0,0,0,,,,,,6724
190,10225,1,0,0,0,0,0,0,0,0,,,,,,6725
191,10226,1,0,0,0,0,0,0,0,0,,,,,,6726
192,10227,1,0,0,0,0,0,0,0,0,,,,,,6727
193,10228,1,0,0,0,0,0,0,0,0,,,,,,6728
194,10229,1,0,0,0,0,0,0,0,0,,,,,,6729
195,10230,1,0,0,0,0,0,0,0,0,,,,,,6730
196,10231,1,0,0,0,0,0,0,0,0,,,,,,6731
197,10232,1,0,0,0,0,0,0,0,0,,,,,,6732
198,10233,1,0,0,0,0,0,0,0,0,,,,,,6733
199,10234,1,0,0,0,0,0,0,0,0,,,,,,6734
200,10235,1,0,0,0,0,0,0,0,0,,,,,,6735
201,10236,1,0,0,0,0,0,0,0,0,,,,,,6736
202,10237,1,0,0,0,0,0,0,0,0,,,,,,6737
203,10238,1,0,0,0,0,0,0,0,0,,,,,,6738
204,10239,1,0,0,0,0,0,0,0,0,,,,,,6739
205,10240,1,0,0,0,0,0,0,0,0,,,,,,6740
206,10241,1,0,0,0,0,0,0,0,0,,,,,,6741
207,10242,1,0,0,0,0,0,0,0,0,,,,,,6742
208,10243,1,0,0,0,0,0,0,0,0,,,,,,6743
209,10244,1,0,0,0,0,0,0,0,0,,,,,,6744
210,10245,1,0,0,0,0,0,0,0,0,,,,,,6745
211,10246,1,0,0,0,0,0,0,0,0,,,,,,6746
212,10247,1,0,0,0,0,0,0,0,0,,,,,,6747
213,10248,1,0,0,0,0,0,0,0,0,,,,,,6748
214,10249,1,0,0,0,0,0,0,0,0,,,,,,6749
215,10250,1,0,0,0,0,0,0,0,0,,,,,,6750
216,10251,1,0,0,0,0,0,0,0,0,,,,,,6751
217,10252,1,0,0,0,0,0,0,0,0,,,,,,6752
218,10253,1,0,0,0,0,0,0,0,0,,,,,,0
219,10254,1,0,0,0,0,0,0,0,0,,,,,,6754
220,10255,1,0,0,0,0,0,0,0,0,,,,,,6755
221,10256,1,0,0,0,0,0,0,0,0,,,,,,6756
222,10257,1,0,0,0,0,0,0,0,0,,,,,,6757
223,10258,1,0,0,0,0,0,0,0,0,,,,,,6758
224,10259,1,0,0,0,0,0,0,0,0,,,,,,6759
225,10260,1,0,0,0,0,0,0,0,0,,,,,,6760
226,10261,1,0,0,0,0,0,0,0,0,,,,,,6761
227,10262,1,0,0,0,0,0,0,0,0,,,,,,6762
228,10263,1,0,0,0,0,0,0,0,0,,,,,,6763
229,10264,1,0,0,0,0,0,0,0,0,,,,,,6764
230,10265,1,0,0,0,0,0,0,0,0,,,,,,6765
231,10266,1,0,0,0,0,0,0,0,0,,,,,,6766
232,10267,1,0,0,0,0,0,0,0,0,,,,,,6767
233,10268,1,0,0,0,0,0,0,0,0,,,,,,6768
234,10269,1,0,0,0,0,0,0,0,0,,,,,,6769
235,10270,1,0,0,0,0,0,0,0,0,,,,,,6770
236,10271,1,0,0,0,0,0,0,0,0,,,,,,6771
237,10272,1,0,0,0,0,0,0,0,0,,,,,,6772
238,10273,1,0,0,0,0,0,0,0,0,,,,,,0
239,10274,1,0,0,0,0,0,0,0,0,,,,,,6774
240,10275,1,0,0,0,0,0,0,0,0,,,,,,6775
241,10276,1,0,0,0,0,0,0,0,0,,,,,,6776
242,10277,1,0,0,0,0,0,0,0,0,,,,,,16980
243,10278,1,0,0,0,0,0,0,0,0,,,,,,16981
244,10279,1,0,0,0,0,0,0,0,0,,,,,,16982
245,10280,1,0,0,0,0,0,0,0,0,,,,,,16983
246,10281,1,0,0,0,0,0,0,0,0,,,,,,16984
247,10282,1,0,0,0,0,0,0,0,0,,,,,,16985
248,10283,1,0,0,0,0,0,0,0,0,,,,,,16986
249,10284,2,0,0,0,0,0,0,0,0,,,,,,16987
250,10285,1,0,0,0,0,0,0,0,0,,,,,,6285
251,10286,1,0,0,0,0,0,0,0,0,,,,,,6286
252,10287,1,0,0,0,0,0,0,0,0,,,,,,6287
253,10288,1,0,0,0,0,0,0,0,0,,,,,,6288
254,10289,1,0,0,0,0,0,0,0,0,,,,,,6289
255,10290,1,0,0,0,0,0,0,0,0,,,,,,6290
256,10291,1,0,0,0,0,0,0,0,0,,,,,,6291
257,10292,2,0,0,0,0,0,0,0,0,,,,,,6292
258,10293,1,0,0,0,0,0,0,0,0,,,,,,6293
259,10294,1,0,0,0,0,0,0,0,0,,,,,,6794
260,10295,1,0,0,0,0,0,0,0,0,,,,,,6795
261,10296,1,0,0,0,0,0,0,0,0,,,,,,6796
262,10297,1,0,0,0,0,0,0,0,0,,,,,,6797
263,10298,1,0,0,0,0,0,0,0,0,,,,,,6798
264,10299,1,0,0,0,0,0,0,0,0,,,,,,6799
265,10300,1,0,0,0,0,0,0,0,0,,,,,,6800
266,10301,1,0,0,0,0,0,0,0,0,,,,,,6801
267,10302,1,0,0,0,0,0,0,0,0,,,,,,6802
268,10303,1,0,0,0,0,0,0,0,0,,,,,,6803
269,10304,1,0,0,0,0,0,0,0,0,,,,,,6804
270,10305,1,0,0,0,0,0,0,0,0,,,,,,6805
271,10306,1,0,0,0,0,0,0,0,0,,,,,,6806
272,10307,1,0,0,0,0,0,0,0,0,,,,,,6807
273,10308,1,0,0,0,0,0,0,0,0,,,,,,6808
274,10309,1,0,0,0,0,0,0,0,0,,,,,,6809
275,10310,1,0,0,0,0,0,0,0,0,,,,,,6810
276,10311,1,0,0,0,0,0,0,0,0,,,,,,6811
277,10312,1,0,0,0,0,0,0,0,0,,,,,,6812
278,10313,1,0,0,0,0,0,0,0,0,,,,,,6813
279,10314,1,0,0,0,0,0,0,0,0,,,,,,6814
280,10315,1,0,0,0,0,0,0,0,0,,,,,,6815
281,10316,1,0,0,0,0,0,0,0,0,,,,,,6816
282,10317,1,0,0,0,0,0,0,0,0,,,,,,6817
283,10318,1,0,0,0,0,0,0,0,0,,,,,,6818
284,10319,1,0,0,0,0,0,0,0,0,,,,,,6819
285,10320,1,0,0,0,0,0,0,0,0,,,,,,6820
286,10321,1,0,0,0,0,0,0,0,0,,,,,,6821
287,10322,1,0,0,0,0,0,0,0,0,,,,,,6822
288,10323,1,0,0,0,0,0,0,0,0,,,,,,6823
289,10324,1,0,0,0,0,0,0,0,0,,,,,,6824
290,10325,1,0,0,0,0,0,0,0,0,,,,,,6825
291,10326,1,0,0,0,0,0,0,0,0,,,,,,6826
292,10327,1,0,0,0,0,0,0,0,0,,,,,,6827
293,10328,1,0,0,0,0,0,0,0,0,,,,,,6828
294,10329,1,0,0,0,0,0,0,0,0,,,,,,6829
295,10330,1,0,0,0,0,0,0,0,0,,,,,,6830
296,10331,1,0,0,0,0,0,0,0,0,,,,,,6831
297,10332,1,0,0,0,0,0,0,0,0,,,,,,6832
298,10333,1,0,0,0,0,0,0,0,0,,,,,,6833
299,10334,1,0,0,0,0,0,0,0,0,,,,,,6834
300,10335,1,0,0,0,0,0,0,0,0,,,,,,6835
301,10336,1,0,0,0,0,0,0,0,0,,,,,,6836
302,10337,1,0,0,0,0,0,0,0,0,,,,,,6837
303,10338,1,0,0,0,0,0,0,0,0,,,,,,6838
304,10339,1,0,0,0,0,0,0,0,0,,,,,,6839
305,10340,1,0,0,0,0,0,0,0,0,,,,,,6840
306,10341,1,0,0,0,0,0,0,0,0,,,,,,6841
307,10342,1,0,0,0,0,0,0,0,0,,,,,,0
308,10343,1,0,0,0,0,0,0,0,0,,,,,,6843
309,10344,1,0,0,0,0,0,0,0,0,,,,,,6844
310,10345,1,0,0,0,0,0,0,0,0,,,,,,6845
311,10346,1,0,0,0,0,0,0,0,0,,,,,,6846
312,10347,1,0,0,0,0,0,0,0,0,,,,,,6847
313,10348,1,0,0,0,0,0,0,0,0,,,,,,6848
314,10349,1,0,0,0,0,0,0,0,0,,,,,,6849
315,10350,1,0,0,0,0,0,0,0,0,,,,,,6850
316,10351,1,0,0,0,0,0,0,0,0,,,,,,6851
317,10352,1,0,0,0,0,0,0,0,0,,,,,,6852
318,10353,1,0,0,0,0,0,0,0,0,,,,,,6853
319,10354,1,0,0,0,0,0,0,0,0,,,,,,6854
320,10355,1,0,0,0,0,0,0,0,0,,,,,,6855
321,10356,1,0,0,0,0,0,0,0,0,,,,,,6856
322,10357,1,0,0,0,0,0,0,0,0,,,,,,6857
323,10358,1,0,0,0,0,0,0,0,0,,,,,,6858
324,10359,1,0,0,0,0,0,0,0,0,,,,,,6859
325,10360,1,0,0,0,0,0,0,0,0,,,,,,6860
326,10361,1,0,0,0,0,0,0,0,0,,,,,,6861
327,10362,1,0,0,0,0,0,0,0,0,,,,,,6862
328,10363,1,0,0,0,0,0,0,0,0,,,,,,6863
329,10364,1,0,0,0,0,0,0,0,0,,,,,,6864
330,10365,1,0,0,0,0,0,0,0,0,,,,,,0
331,10366,1,0,0,0,0,0,0,0,0,,,,,,6866
332,10367,1,0,0,0,0,0,0,0,0,,,,,,6867
333,10368,1,0,0,0,0,0,0,0,0,,,,,,6868
334,10369,1,0,0,0,0,0,0,0,0,,,,,,6869
335,10370,1,0,0,0,0,0,0,0,0,,,,,,6870
336,10371,1,0,0,0,0,0,0,0,0,,,,,,6871
337,10372,1,0,0,0,0,0,0,0,0,,,,,,6872
338,10373,1,0,0,0,0,0,0,0,0,,,,,,6873
339,10374,1,0,0,0,0,0,0,0,0,,,,,,6874
340,10375,1,0,0,0,0,0,0,0,0,,,,,,6875
341,10376,1,0,0,0,0,0,0,0,0,,,,,,6876
342,10377,1,0,0,0,0,0,0,0,0,,,,,,6877
343,10378,1,0,0,0,0,0,0,0,0,,,,,,6878
344,10379,1,0,0,0,0,0,0,0,0,,,,,,6879
345,10380,1,0,0,0,0,0,0,0,0,,,,,,6880
346,10381,1,0,0,0,0,0,0,0,0,,,,,,6381
347,10382,1,0,0,0,0,0,0,0,0,,,,,,6382
348,10383,1,0,0,0,0,0,0,0,0,,,,,,6383
349,10384,1,0,0,0,0,0,0,0,0,,,,,,6384
350,10385,1,0,0,0,0,0,0,0,0,,,,,,6385
351,10386,1,0,0,0,0,0,0,0,0,,,,,,6386
352,10387,1,0,0,0,0,0,0,0,0,,,,,,6387
353,10388,1,0,0,0,0,0,0,0,0,,,,,,6388
354,10389,1,0,0,0,0,0,0,0,0,,,,,,6889
355,10390,1,0,0,0,0,0,0,0,0,,,,,,6890
356,10391,1,0,0,0,0,0,0,0,0,,,,,,6891
357,10392,1,0,0,0,0,0,0,0,0,,,,,,6892
358,10393,1,0,0,0,0,0,0,0,0,,,,,,6893
359,10394,1,0,0,0,0,0,0,0,0,,,,,,6894
360,10395,1,0,0,0,0,0,0,0,0,,,,,,6895
361,10396,1,0,0,0,0,0,0,0,0,,,,,,6896
362,10397,1,0,0,0,0,0,0,0,0,,,,,,6897
363,10398,1,0,0,0,0,0,0,0,0,,,,,,6898
364,10399,1,0,0,0,0,0,0,0,0,,,,,,6899
365,10400,1,0,0,0,0,0,0,0,0,,,,,,6900
366,10401,1,0,0,0,0,0,0,0,0,,,,,,6901
367,10402,1,0,0,0,0,0,0,0,0,,,,,,6902
368,10403,1,0,0,0,0,0,0,0,0,,,,,,6903
369,10404,1,0,0,0,0,0,0,0,0,,,,,,6904
370,10405,1,0,0,0,0,0,0,0,0,,,,,,6905
371,10406,1,0,0,0,0,0,0,0,0,,,,,,6906
372,10407,1,0,0,0,0,0,0,0,0,,,,,,6907
373,10408,1,0,0,0,0,0,0,0,0,,,,,,6908
374,10409,1,0,0,0,0,0,0,0,0,,,,,,6909
375,10410,1,0,0,0,0,0,0,0,0,,,,,,6910
376,10411,1,0,0,0,0,0,0,0,0,,,,,,6911
377,10412,1,0,0,0,0,0,0,0,0,,,,,,6912
378,10413,1,0,0,0,0,0,0,0,0,,,,,,6913
379,10414,1,0,0,0,0,0,0,0,0,,,,,,6914
380,10415,1,0,0,0,0,0,0,0,0,,,,,,6915
381,10416,1,0,0,0,0,0,0,0,0,,,,,,6916
382,10417,1,0,0,0,0,0,0,0,0,,,,,,6917
383,10418,1,0,0,0,0,0,0,0,0,,,,,,0
384,10419,1,0,0,0,0,0,0,0,0,,,,,,6919
385,10420,1,0,0,0,0,0,0,0,0,,,,,,6920
386,10421,1,0,0,0,0,0,0,0,0,,,,,,6921
387,10422,1,0,0,0,0,0,0,0,0,,,,,,6922
388,10423,1,0,0,0,0,0,0,0,0,,,,,,6923
389,10424,1,0,0,0,0,0,0,0,0,,,,,,6924
390,10425,1,0,0,0,0,0,0,0,0,,,,,,6925
391,10426,1,0,0,0,0,0,0,0,0,,,,,,6926
392,10427,1,0,0,0,0,0,0,0,0,,,,,,6927
393,10428,1,0,0,0,0,0,0,0,0,,,,,,6928
394,10429,1,0,0,0,0,0,0,0,0,,,,,,6929
395,10430,1,0,0,0,0,0,0,0,0,,,,,,6930
396,10431,1,0,0,0,0,0,0,0,0,,,,,,6931
397,10432,1,0,0,0,0,0,0,0,0,,,,,,6932
398,10433,1,0,0,0,0,0,0,0,0,,,,,,6933
399,10434,1,0,0,0,0,0,0,0,0,,,,,,6934
400,10435,1,0,0,0,0,0,0,0,0,,,,,,6935
401,10436,1,0,0,0,0,0,0,0,0,,,,,,6936
402,10437,1,0,0,0,0,0,0,0,0,,,,,,6937
403,10438,1,0,0,0,0,0,0,0,0,,,,,,6938
404,10439,1,0,0,0,0,0,0,0,0,,,,,,6939
405,10440,1,0,0,0,0,0,0,0,0,,,,,,6940
406,10441,1,0,0,0,0,0,0,0,0,,,,,,6941
407,10442,1,0,0,0,0,0,0,0,0,,,,,,6942
408,10443,1,0,0,0,0,0,0,0,0,,,,,,6943
409,10444,1,0,0,0,0,0,0,0,0,,,,,,6944
410,10445,1,0,0,0,0,0,0,0,0,,,,,,6945
411,10446,1,0,0,0,0,0,0,0,0,,,,,,6946
412,10447,1,0,0,0,0,0,0,0,0,,,,,,6947
413,10448,1,0,0,0,0,0,0,0,0,,,,,,6948
414,10449,1,0,0,0,0,0,0,0,0,,,,,,6949
415,10450,1,0,0,0,0,0,0,0,0,,,,,,6950
416,10451,1,0,0,0,0,0,0,0,0,,,,,,6951
417,10452,1,0,0,0,0,0,0,0,0,,,,,,6952
418,10453,1,0,0,0,0,0,0,0,0,,,,,,6953
419,10454,1,0,0,0,0,0,0,0,0,,,,,,6954
420,10455,1,0,0,0,0,0,0,0,0,,,,,,6955
421,10456,1,0,0,0,0,0,0,0,0,,,,,,6956
422,10457,1,0,0,0,0,0,0,0,0,,,,,,6957
423,10458,1,0,0,0,0,0,0,0,0,,,,,,6958
424,10459,1,0,0,0,0,0,0,0,0,,,,,,6959
425,10460,1,0,0,0,0,0,0,0,0,,,,,,6960
426,10461,1,0,0,0,0,0,0,0,0,,,,,,6961
427,10462,1,0,0,0,0,0,0,0,0,,,,,,6962
428,10463,1,0,0,0,0,0,0,0,0,,,,,,6963
429,10464,1,0,0,0,0,0,0,0,0,,,,,,6964
430,10465,1,0,0,0,0,0,0,0,0,,,,,,6965
431,10466,1,0,0,0,0,0,0,0,0,,,,,,6966
432,10467,1,0,0,0,0,0,0,0,0,,,,,,6967
433,10468,1,0,0,0,0,0,0,0,0,,,,,,6968
434,10469,1,0,0,0,0,0,0,0,0,,,,,,6969
435,10470,1,0,0,0,0,0,0,0,0,,,,,,6970
436,10471,1,0,0,0,0,0,0,0,0,,,,,,6971
437,10472,1,0,0,0,0,0,0,0,0,,,,,,6972
438,10473,1,0,0,0,0,0,0,0,0,,,,,,6973
439,10474,1,0,0,0,0,0,0,0,0,,,,,,6974
440,10475,1,0,0,0,0,0,0,0,0,,,,,,6475
441,10476,1,0,0,0,0,0,0,0,0,,,,,,6476
442,10477,1,0,0,0,0,0,0,0,0,,,,,,6477
443,10478,1,0,0,0,0,0,0,0,0,,,,,,6478
444,10479,1,0,0,0,0,0,0,0,0,,,,,,6479
445,10480,1,0,0,0,0,0,0,0,0,,,,,,6480
446,10481,1,0,0,0,0,0,0,0,0,,,,,,6481
