,id,spine_name,interact_type,interact_point_type,emoji,min_decorate,max_decorate,min_favor,max_favor,action_voice,action_sound,action_bgm,shadow_exist,move_speed,next_action,no_vertical_motion,is_married,furiniture_action_interact,default_action
79,42037,action,-1,concert_harp,"Emoji_90081,Emoji_0203,Emoji_1737,Emoji_1710,,,",0,0,0,0,,,,1,0.0,,0,0,,
80,42043,wait,-1,ar15_2019wait,"Emoji__1102,Emoji_9001,Emoji__1102,Emoji_1710,,,",0,0,0,0,,,,1,0.0,,0,0,,
81,42067,action1,-1,gunslinger_book,,0,0,0,0,,,,1,0.0,,0,0,,
82,42068,violin,-1,gunslinger_violin,"Emoji_90081,Emoji__0501,Emoji_0401,Emoji__0511,Emoji__0510,Emoji_90081,Emoji_90081,Emoji_90081,Emoji_90081,Emoji_90081,Emoji_90081,,",0,0,0,0,,,GF_room_violin_loop,1,0.0,,0,0,,
83,42070,wait,-1,volleyball_wait,"Emoji_90081,Emoji__0501,Emoji_0401,Emoji__0511,Emoji__0510,Emoji_90081,Emoji_90081,Emoji_90081,Emoji_90081,Emoji_90081,Emoji_90081,,",0,0,0,0,,,,1,0.0,,0,0,,
84,42087,wait,-1,agent_wait,,0,0,0,0,,,,1,0.0,,0,0,,
85,43104,wait,-1,taptap,"Emoji__0007,Emoji__0008,Emoji__0010",0,0,0,0,,,,1,0.0,,0,0,,
86,43105,wait,-1,play,"Emoji_90081,Emoji__0501,Emoji_0401,Emoji__0511,Emoji__0510,Emoji_90081,Emoji_90081,Emoji_90081,Emoji_90081,Emoji_90081,Emoji_90081,,",0,0,0,0,,,,1,0.0,,0,0,,
87,43108,wait,-1,wa2000_wait,"Emoji__1504,Emoji__1303,Emoji__0510,Emoji__0511,,,",0,0,0,0,,,,1,0.0,,0,0,,
88,43109,wait,-1,M1903_wait,"Emoji_0202,Emoji_1763,Emoji__1204,Emoji_90082,,,",0,0,0,0,,,,1,0.0,,0,0,,
89,43111,wait,-1,HK416_wait,"Emoji__1504,Emoji__1505,Emoji__0510,Emoji__1005,,,",0,0,0,0,,,,1,0.0,,0,0,,
90,43115,wait,-1,arteam_wait,"Emoji_1710,Emoji_1719,Emoji_0202,Emoji_1723,,,",0,0,0,0,,,,1,0.0,,0,0,,
91,43201,sit2,-1,bonfire_sit,"Emoji_0000_15,Emoji__1601,Emoji_1764,Emoji_9001,,,",0,0,0,0,,,,1,0.0,,0,0,,
92,43203,sit2,-1,bonfire_sit,"Emoji_1725,Emoji__0507,Emoji_1759,Emoji__1601,Emoji_1712,Emoji_1758,,,",0,0,0,0,,,,1,0.0,,0,0,,
93,43204,sit2,-1,bonfire_sit,"Emoji__1601,Emoji__1005,Emoji_1714,Emoji_1715,Emoji_1761,,,",0,0,0,0,,,,1,0.0,,0,0,,
94,43205,sit2,-1,bonfire_sit,"Emoji_1734,Emoji_1730,Emoji__1601,Emoji_1756,Emoji_1729,Emoji_1765,,,",0,0,0,0,,,,1,0.0,,0,0,,
95,43306,3306_swim,-1,3306_swim,"Emoji__5002,Emoji_0403,Emoji__0501",0,0,0,0,,,,1,0.0,,0,0,,
96,43508,sit,-1,hotspring,,0,0,0,0,,,,1,0.0,,0,0,,
97,43911,sit,-1,neet_sit,"Emoji__1002,Emoji__5002",0,0,0,0,,,,1,0.0,,0,0,,
98,45904,59_rock_roll,-1,rock_roll,"Emoji__0502,Emoji_9009,Emoji_0000,Emoji_1603,Emoji_1604,,,,",0,0,0,0,,,,1,0.0,,0,0,,
99,46204,action,-1,idol_dance,"Emoji_1605,Emoji__0502,Emoji__1005,Emoji__0501,Emoji__1203,Emoji_90081,,,,,",0,0,0,0,,,,1,0.0,,0,0,,
100,46413,action5,-1,witch_dance,,0,0,0,0,,,,1,0.0,,0,0,,
101,46603,wait,-1,eat_lover,"Emoji__0504,Emoji__1005,Emoji__1007,Emoji__1203,Emoji_90082,Emoji__0501,,,",0,0,0,0,,,,1,0.0,,0,0,,
102,47109,sit,-1,children_sit,"Emoji__1203,Emoji__1503,Emoji_0405,Emoji_1706,,,,",0,0,0,0,,,,1,0.0,,0,0,,
103,47111,action1,-1,kalina_saler,"Emoji_1734,Emoji_1765,Emoji__1005,Emoji__1602,,,,",0,0,0,0,,,,1,0.0,,0,0,,
104,47215,wait,-1,9A91_wait_jp,"Emoji__1202,Emoji__0007,Emoji__1008,Emoji__1303,,,,",0,0,0,0,,,,1,0.0,,0,0,,
105,47225,sit,-1,plane_sit,,0,0,0,0,,,,1,0.0,,0,0,,
106,47413,action1,-1,sp_architecter,,0,0,0,0,,,,1,0.0,,0,0,,
107,47507,sit,-1,naughtykid,"Emoji_1702,Emoji_1706,Emoji_9008,Emoji_9002,,,,",0,0,0,0,,,,1,0.0,,0,0,,
108,47605,pick,-1,hallo19_wait,"Emoji_1708,Emoji_1726,Emoji__1207,Emoji_0405,,,,",0,0,0,0,,,,1,0.0,,0,0,,
109,48208,wait,-1,nieWV_wait,"|4,*3820801|4,*3820802|4,*3820803|4,*3820804|4,*3820805|4,*3820806",0,0,0,0,,,,1,0.0,,0,0,,
110,48604,swim,-1,3306_swim,"Emoji__5002,Emoji_0403,Emoji__0501",0,0,0,0,,,,0,0.0,,0,0,,
111,60601,wait,-1,wedding_talk,"5,*260101|5,*260102|5,*260103|5,*260104",0,0,0,0,,,,1,0.0,,0,0,,
112,60602,wait,-1,wedding_talk,"5,*260201|5,*260202|5,*260203|5,*260204",0,0,0,0,,,,1,0.0,,0,0,,
113,60603,wait,-1,wedding_talk,"|5,*260301|5,*260302|5,*260303|5,*260304",0,0,0,0,,,,1,0.0,,0,0,,
114,60604,wait,-1,wedding_talk,"|5,*260401|5,*260402|5,*260403|5,*260404",0,0,0,0,,,,1,0.0,,0,0,,
115,60605,wait,-1,wedding_talk,"|5,*260501|5,*260502|5,*260503|5,*260504",0,0,0,0,,,,1,0.0,,0,0,,
116,60606,wait,-1,wedding_talk,"|5,*260601|5,*260602|5,*260603|5,*260604",0,0,0,0,,,,1,0.0,,0,0,,
117,60607,wait,-1,wedding_talk,"|5,*260701|5,*260702|5,*260703|5,*260704",0,0,0,0,,,,1,0.0,,0,0,,
118,61901,wait,-1,wedding_talk,"|4,*2190101|4,*2190102|4,*2190103|4,*2190104|4,*2190105",0,0,0,0,,,,1,0.0,,0,0,,
119,61902,wait,-1,wedding_talk,"|4,*2190201|4,*2190202|4,*2190203|4,*2190204|4,*2190205",0,0,0,0,,,,1,0.0,,0,0,,
120,61903,wait,-1,wedding_talk,"|5,*2190301|5,*2190302|5,*2190303|5,*2190304",0,0,0,0,,,,1,0.0,,0,0,,
121,61904,wait,-1,wedding_talk,"|4,*2190401|4,*2190402|4,*2190403|4,*2190404|4,*2190405",0,0,0,0,,,,1,0.0,,0,0,,
122,61905,wait,-1,wedding_talk,"|5,*2190501|5,*2190502|5,*2190503|5,*2190504",0,0,0,0,,,,1,0.0,,0,0,,
123,61906,wait,-1,wedding_talk,"|5,*2190601|5,*2190602|5,*2190603|5,*2190604",0,0,0,0,,,,1,0.0,,0,0,,
124,63101,wait,-1,wedding_talk,"|5,*2310101|5,*2310102|5,*2310103|5,*2310104",0,0,0,0,,,,1,0.0,,0,0,,
125,63102,wait,-1,wedding_talk,"|5,*2310201|5,*2310202|5,*2310203|5,*2310204",0,0,0,0,,,,1,0.0,,0,0,,
126,63103,wait,-1,wedding_talk,"|5,*2310301|5,*2310302|5,*2310303|5,*2310304",0,0,0,0,,,,1,0.0,,0,0,,
127,63105,wait,-1,wedding_talk,"|4,*2310501|4,*2310502|4,*2310503|4,*2310504|4,*2310505",0,0,0,0,,,,1,0.0,,0,0,,
128,63106,wait,-1,wedding_talk,"|5,*2310601|5,*2310602|5,*2310603|5,*2310604",0,0,0,0,,,,1,0.0,,0,0,,
129,63107,wait,-1,wedding_talk,"|4,*2310701|4,*2310702|4,*2310703|4,*2310704|4,*2310705",0,0,0,0,,,,1,0.0,,0,0,,
130,64301,wait,-1,wedding_talk,"|5,*2430101|5,*2430102|5,*2430103|5,*2430104",0,0,0,0,,,,1,0.0,,0,0,,
131,64302,wait,-1,wedding_talk,"|5,*2430201|5,*2430202|5,*2430203|4,*2430204",0,0,0,0,,,,1,0.0,,0,0,,
132,64303,wait,-1,wedding_talk,"|5,*2430301|5,*2430302|5,*2430303|5,*2430304",0,0,0,0,,,,1,0.0,,0,0,,
133,64304,wait,-1,wedding_talk,"|5,*2430401|5,*2430402|5,*2430403|5,*2430404",0,0,0,0,,,,1,0.0,,0,0,,
134,64305,wait,-1,wedding_talk,"|4,*2430501|4,*2430502|4,*2430503|4,*2430504|4,*2430505",0,0,0,0,,,,1,0.0,,0,0,,
135,64306,wait,-1,wedding_talk,"|5,*2430601|5,*2430602|5,*2430603|5,*2430604",0,0,0,0,,,,1,0.0,,0,0,,
136,64308,wait,-1,wedding_talk,"|5,*2430801|5,*2430802|5,*2430803|5,*2430804",0,0,0,0,,,,1,0.0,,0,0,,
137,64309,wait,-1,wedding_talk,"|5,*2430901|5,*2430902|5,*2430903|5,*2430904",0,0,0,0,,,,1,0.0,,0,0,,
138,64310,wait,-1,wedding_talk,"|5,*2431001|5,*2431002|5,*2431003|5,*2431004",0,0,0,0,,,,1,0.0,,0,0,,
139,88000,wait,8800,0,"Emoji__1005,Emoji__1209,,,,",0,0,0,0,,,,1,0.0,,0,-1,,
140,88001,wait,0,0,"Emoji_9001,commander_emoji,commander_emoji,Emoji_1707,,,,",0,0,0,0,,,,1,0.0,,0,0,,
141,88002,wait,1,0,"commander_emoji,commander_emoji,Emoji_1710,Emoji_1740,Emoji__1101,,,,",0,0,0,0,,,,1,0.0,,0,0,,
142,88003,sit,-1,sit,"commander_emoji,commander_emoji,Emoji_1710,Emoji_1740,Emoji__1502,,,,",0,0,0,0,,,,1,0.0,,0,0,,
143,88004,wait,-1,wait,"Emoji_9001,commander_emoji,commander_emoji,Emoji_1707,,,,",0,0,0,0,,,,1,0.0,,0,0,,
144,99001,wait,0,0,,0,0,0,0,,,,1,0.0,,0,0,,
145,99002,wait,1,0,,0,0,0,0,,,,1,0.0,,0,0,,
146,99003,sit,-1,sit,"Emoji_90082,Emoji_90081,Emoji__0504,Emoji_90082,Emoji_90082,,,,,,,,,",0,0,0,0,,,,1,0.0,,0,0,,
147,99004,lying,-1,sleep,,0,0,0,0,,,,1,0.0,,0,0,,
148,100100,wait,8800,0,"Emoji__1005,Emoji__1209,,,,",0,0,0,0,,,,1,0.0,,0,1,,
149,100101,wait,0,0,"Emoji_0101,Emoji_0102",0,0,0,0,,,,1,0.0,,0,0,,
150,100102,wait,1,0,"Emoji_0101,Emoji_0102",0,0,0,0,,,,1,0.0,,0,0,,
151,100103,sit,-1,sit,"Emoji_0101,Emoji_0102,,,,",0,0,0,0,,,,1,0.0,,0,0,,
152,100104,lying,-1,sleep,,0,0,0,0,,,,1,0.0,,0,0,,
153,100200,wait,8800,0,"Emoji__1005,Emoji__1209,,,,",0,0,0,0,,,,1,0.0,,0,1,,
154,100201,wait,0,0,"Emoji_0401,Emoji_0402,Emoji_0403,Emoji_0404,Emoji_0405,,,,,",0,0,0,0,,,,1,0.0,,0,0,,
155,100202,wait,1,0,"Emoji_0401,Emoji_0402,Emoji_0403,Emoji_0404,Emoji_0405",0,0,0,0,,,,1,0.0,,0,0,,
156,100203,sit,-1,sit,"Emoji_0401,Emoji_0402,Emoji_0403,Emoji_0404,Emoji_0405,,,,,",0,0,0,0,,,,1,0.0,,0,0,,
157,100204,lying,-1,sleep,,0,0,0,0,,,,1,0.0,,0,0,,
158,100300,wait,8800,0,"Emoji__1005,Emoji__1209,,,,",0,0,0,0,,,,1,0.0,,0,1,,
159,100301,wait,0,0,"Emoji_0101,Emoji_0102",0,0,0,0,,,,1,0.0,,0,0,,
160,100302,wait,1,0,"Emoji_0101,Emoji_0102",0,0,0,0,,,,1,0.0,,0,0,,
161,100303,sit,-1,sit,"Emoji_0101,Emoji_0102,,,,",0,0,0,0,,,,1,0.0,,0,0,,
162,100304,lying,-1,sleep,,0,0,0,0,,,,1,0.0,,0,0,,
163,100400,wait,8800,0,"Emoji__1005,Emoji__1209,,,,",0,0,0,0,,,,1,0.0,,0,1,,
164,100401,wait,0,0,"Emoji_0401,Emoji_0402,Emoji_0403,Emoji_0404,Emoji_0405,,,,,",0,0,0,0,,,,1,0.0,,0,0,,
165,100402,wait,1,0,"Emoji_0401,Emoji_0402,Emoji_0403,Emoji_0404,Emoji_0405",0,0,0,0,,,,1,0.0,,0,0,,
166,100403,sit,-1,sit,"Emoji_0401,Emoji_0402,Emoji_0403,Emoji_0404,Emoji_0405,,,,,",0,0,0,0,,,,1,0.0,,0,0,,
167,100404,lying,-1,sleep,,0,0,0,0,,,,1,0.0,,0,0,,
168,100500,wait,8800,0,"Emoji__1005,Emoji__1209,,,,",0,0,0,0,,,,1,0.0,,0,1,,
169,100501,wait,0,0,"Emoji_0201,Emoji_0202,Emoji_0203,Emoji_0204,Emoji_0205,,,,,",0,0,0,0,,,,1,0.0,,0,0,,
170,100502,wait,1,0,"Emoji_0201,Emoji_0202,Emoji_0203,Emoji_0204,Emoji_0205",0,0,0,0,,,,1,0.0,,0,0,,
171,100503,sit,-1,sit,"Emoji_0201,Emoji_0202,Emoji_0203,Emoji_0204,Emoji_0205,,,,,",0,0,0,0,,,,1,0.0,,0,0,,
172,100504,lying,-1,sleep,,0,0,0,0,,,,1,0.0,,0,0,,
173,100600,wait,8800,0,"Emoji__1005,Emoji__1209,,,,",0,0,0,0,,,,1,0.0,,0,1,,
174,100601,wait,0,0,"Emoji_0301,Emoji_0302,Emoji_0303,,,",0,0,0,0,,,,1,0.0,,0,0,,
175,100602,wait,1,0,"Emoji_0301,Emoji_0302,Emoji_0303",0,0,0,0,,,,1,0.0,,0,0,,
176,100603,sit,-1,sit,"Emoji_0301,Emoji_0302,Emoji_0303,,,",0,0,0,0,,,,1,0.0,,0,0,,
177,100604,lying,-1,sleep,,0,0,0,0,,,,1,0.0,,0,0,,
178,100700,wait,8800,0,"Emoji__1005,Emoji__1209,,,,",0,0,0,0,,,,1,0.0,,0,1,,
179,100701,wait,0,0,"Emoji_0101,Emoji_0102",0,0,0,0,,,,1,0.0,,0,0,,
180,100702,wait,1,0,"Emoji_0101,Emoji_0102",0,0,0,0,,,,1,0.0,,0,0,,
181,100703,sit,-1,sit,"Emoji_0101,Emoji_0102,,,,",0,0,0,0,,,,1,0.0,,0,0,,
182,100704,lying,-1,sleep,,0,0,0,0,,,,1,0.0,,0,0,,
183,100800,wait,8800,0,"Emoji__1005,Emoji__1209,,,,",0,0,0,0,,,,1,0.0,,0,1,,
184,100801,wait,0,0,"Emoji_0401,Emoji_0402,Emoji_0403,Emoji_0404,Emoji_0405,,,,,",0,0,0,0,,,,1,0.0,,0,0,,
185,100802,wait,1,0,"Emoji_0401,Emoji_0402,Emoji_0403,Emoji_0404,Emoji_0405",0,0,0,0,,,,1,0.0,,0,0,,
186,100803,sit,-1,sit,"Emoji_0401,Emoji_0402,Emoji_0403,Emoji_0404,Emoji_0405,,,,,",0,0,0,0,,,,1,0.0,,0,0,,
187,100804,lying,-1,sleep,,0,0,0,0,,,,1,0.0,,0,0,,
188,100900,wait,8800,0,"Emoji__1005,Emoji__1209,,,,",0,0,0,0,,,,1,0.0,,0,1,,
189,100901,wait,0,0,"Emoji_0101,Emoji_0102",0,0,0,0,,,,1,0.0,,0,0,,
190,100902,wait,1,0,"Emoji_0101,Emoji_0102",0,0,0,0,,,,1,0.0,,0,0,,
191,100903,sit,-1,sit,"Emoji_0101,Emoji_0102,,,,",0,0,0,0,,,,1,0.0,,0,0,,
192,100904,lying,-1,sleep,,0,0,0,0,,,,1,0.0,,0,0,,
193,101000,wait,8800,0,"Emoji__1005,Emoji__1209,,,,",0,0,0,0,,,,1,0.0,,0,1,,
194,101001,wait,0,0,"Emoji_0201,Emoji_0202,Emoji_0203,Emoji_0204,Emoji_0205,,,,,",0,0,0,0,,,,1,0.0,,0,0,,
195,101002,wait,1,0,"Emoji_0201,Emoji_0202,Emoji_0203,Emoji_0204,Emoji_0205",0,0,0,0,,,,1,0.0,,0,0,,
196,101003,sit,-1,sit,"Emoji_0201,Emoji_0202,Emoji_0203,Emoji_0204,Emoji_0205,,,,,",0,0,0,0,,,,1,0.0,,0,0,,
197,101004,lying,-1,sleep,,0,0,0,0,,,,1,0.0,,0,0,,
198,101100,wait,8800,0,"Emoji__1005,Emoji__1209,,,,",0,0,0,0,,,,1,0.0,,0,1,,
199,101101,wait,0,0,"Emoji_0201,Emoji_0202,Emoji_0203,Emoji_0204,Emoji_0205,,,,,",0,0,0,0,,,,1,0.0,,0,0,,
200,101102,wait,1,0,"Emoji_0201,Emoji_0202,Emoji_0203,Emoji_0204,Emoji_0205",0,0,0,0,,,,1,0.0,,0,0,,
201,101103,sit,-1,sit,"Emoji_0201,Emoji_0202,Emoji_0203,Emoji_0204,Emoji_0205,,,,,",0,0,0,0,,,,1,0.0,,0,0,,
202,101104,lying,-1,sleep,,0,0,0,0,,,,1,0.0,,0,0,,
203,101200,wait,8800,0,"Emoji__1005,Emoji__1209,,,,",0,0,0,0,,,,1,0.0,,0,1,,
204,101201,wait,0,0,"Emoji_0101,Emoji_0102",0,0,0,0,,,,1,0.0,,0,0,,
205,101202,wait,1,0,"Emoji_0101,Emoji_0102",0,0,0,0,,,,1,0.0,,0,0,,
206,101203,sit,-1,sit,"Emoji_0101,Emoji_0102,,,,",0,0,0,0,,,,1,0.0,,0,0,,
207,101204,lying,-1,sleep,,0,0,0,0,,,,1,0.0,,0,0,,
208,101300,wait,8800,0,"Emoji__1005,Emoji__1209,,,,",0,0,0,0,,,,1,0.0,,0,1,,
209,101301,wait,0,0,"Emoji_0401,Emoji_0402,Emoji_0403,Emoji_0404,Emoji_0405,,,,,",0,0,0,0,,,,1,0.0,,0,0,,
210,101302,wait,1,0,"Emoji_0401,Emoji_0402,Emoji_0403,Emoji_0404,Emoji_0405",0,0,0,0,,,,1,0.0,,0,0,,
211,101303,sit,-1,sit,"Emoji_0401,Emoji_0402,Emoji_0403,Emoji_0404,Emoji_0405,,,,,",0,0,0,0,,,,1,0.0,,0,0,,
212,101304,lying,-1,sleep,,0,0,0,0,,,,1,0.0,,0,0,,
213,101400,wait,8800,0,"Emoji__1005,Emoji__1209,,,,",0,0,0,0,,,,1,0.0,,0,1,,
214,101401,wait,0,0,"Emoji_0101,Emoji_0102",0,0,0,0,,,,1,0.0,,0,0,,
215,101402,wait,1,0,"Emoji_0101,Emoji_0102",0,0,0,0,,,,1,0.0,,0,0,,
216,101403,sit,-1,sit,"Emoji_0101,Emoji_0102,,,,",0,0,0,0,,,,1,0.0,,0,0,,
217,101404,lying,-1,sleep,,0,0,0,0,,,,1,0.0,,0,0,,
218,101500,wait,8800,0,"Emoji__1005,Emoji__1209,,,,",0,0,0,0,,,,1,0.0,,0,1,,
219,101501,wait,0,0,"Emoji_0401,Emoji_0402,Emoji_0403,Emoji_0404,Emoji_0405,,,,,",0,0,0,0,,,,1,0.0,,0,0,,
220,101502,wait,1,0,"Emoji_0401,Emoji_0402,Emoji_0403,Emoji_0404,Emoji_0405",0,0,0,0,,,,1,0.0,,0,0,,
221,101503,sit,-1,sit,"Emoji_0401,Emoji_0402,Emoji_0403,Emoji_0404,Emoji_0405,,,,,",0,0,0,0,,,,1,0.0,,0,0,,
222,101504,lying,-1,sleep,,0,0,0,0,,,,1,0.0,,0,0,,
223,101600,wait,8800,0,"Emoji__1005,Emoji__1209,,,,",0,0,0,0,,,,1,0.0,,0,1,,
